,metricType_x,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly,metricType_y,metric.assetTurnoverAnnual,metric.assetTurnoverTTM,metric.inventoryTurnoverAnnual,metric.inventoryTurnoverTTM,metric.netIncomeEmployeeAnnual,metric.netIncomeEmployeeTTM,metric.receivablesTurnoverAnnual,metric.receivablesTurnoverTTM,metric.revenueEmployeeAnnual,metric.revenueEmployeeTTM,metric.roaRfy,metric.roaa5Y,metric.roae5Y,metric.roaeTTM,metric.roeRfy,metric.roeTTM,metric.roi5Y,metric.roiAnnual,metric.roiTTM
56,perShare,AKS,0.47881999999999997,0.47881999999999997,0.91061,0.91184,0.09798,0.09798,,,0.0,1.38657,0.03547,0.035460000000000005,0.03538,0.034960000000000005,0.03538,0.034960000000000005,0.19641,0.22488000000000002,20.08654,20.11354,-0.44848000000000005,-0.44848000000000005,management,1.3967,1.3967,4.09132,4.09132,6702.1269999999995,6774.193,10.47936,10.47936,676531.9,683806.4,1.3836600000000001,0.46653999999999995,,8.9101,8.9101,1.3836600000000001,0.68324,2.0122,2.0122
57,perShare,AB,15.82735,15.82735,,,,,2.202,2.32,2.32,2.7760599999999998,2.4880400000000003,2.4878,2.4869,2.48675,2.4869,2.48675,2.4869,0.00281,2.77596,2.7760599999999998,15.82735,15.82735,management,0.17490999999999998,0.17490999999999998,,,64026.57,62598.53,,,71468.6,69874.57,15.66934,14.435189999999999,14.45515,15.695929999999999,15.695929999999999,15.66934,14.435189999999999,15.66934,15.66934
58,perShare,ACOR,6.51599,6.51599,-5.01696,-5.01764,2.63807,2.63807,,,0.0,0.01057,-5.7452,-5.7483,-5.7452,-5.7483,-5.7452,-5.7483,-2.7014,-4.60089,4.04967,4.04978,-1.91838,-1.91838,management,0.1833,0.1833,1.28511,1.2850700000000002,-667398.6,-793505.8,8.45508,8.455119999999999,470435.2,559328.5,-26.00439,-8.30756,-17.268929999999997,-59.16019,-59.16019,-26.00439,-9.29155,-29.151459999999997,-29.151459999999997
59,perShare,AFL,39.84491,39.84491,4.481330000000001,,6.736439999999999,6.736439999999999,0.922,1.08,1.08,9.73661,4.45035,4.4466,4.4264,4.422619999999999,4.4264,4.422619999999999,4.457269999999999,6.27494,29.92645,29.926540000000003,39.84491,39.84491,management,0.15239,0.15239,,,295435.3,300901.9,,,1997407.0,2035073.0,2.25395,2.13078,12.83404,12.60182,12.60564,2.25327,,,
60,perShare,ADI,31.79232,31.74601,5.83114,5.43032,0.41388,1.77722,1.798,2.1,2.16,6.5135,3.6837199999999997,3.26599,3.64679,3.23427,3.64679,3.2407,3.88215,3.2002200000000003,16.06739,15.435920000000001,-12.937510000000001,-12.60286,management,0.28644000000000003,0.26634,3.30476,3.26863,84659.07,73748.72,9.39883,8.86457,372115.8,350824.9,6.51675,5.5219,9.76028,10.365219999999999,11.83584,5.5987800000000005,6.001580000000001,6.94163,5.96028
61,perShare,ACIW,9.74225,9.74225,1.5993,1.60675,1.0466600000000001,1.0466600000000001,,,0.0,2.27522,0.57725,0.5789300000000001,0.5655899999999999,0.56011,0.5655899999999999,0.56011,0.73947,0.75948,10.612160000000001,10.661539999999999,-6.39768,-6.39768,management,0.46776999999999996,0.46776999999999996,,,17140.45,16690.39,3.5576199999999996,3.5576199999999996,321608.7,313164.3,2.49302,3.6384199999999995,9.29389,6.15756,6.15756,2.49302,4.43709,2.99958,2.99958
62,perShare,AMP,46.224270000000004,46.224270000000004,15.27206,15.2619,30.878040000000002,30.878040000000002,3.218,3.81,3.81,22.23121,14.11633,14.1419,13.919120000000001,13.94271,13.919120000000001,13.94271,16.3824,12.45359,94.77941,94.76199,35.89662,46.224270000000004,management,0.08918999999999999,0.08918999999999999,,,142867.9,151440.0,1.9246,1.9246,972830.2,1031200.0,1.30984,1.21557,26.95004,33.4541,33.4541,1.30984,1.33279,1.4636,1.4636
63,perShare,AMTD,15.99265,16.168210000000002,4.454219999999999,4.09968,5.24265,4.71534,0.8079999999999999,1.2,1.21,5.4463099999999995,3.9783800000000005,3.6043800000000004,3.96409,3.59133,3.96409,3.59133,3.88289,6.2727699999999995,10.80072,10.49751,6.00919,6.18484,management,0.14798,0.14359,,,239882.7,214936.0,0.25432,0.2629,653593.4,627791.0,5.43133,3.7160699999999998,19.22137,23.18756,26.43836,4.9162,13.913260000000001,19.08301,16.1154
64,perShare,AEO,7.47249,7.47249,2.1857900000000003,2.1825900000000003,2.49669,2.49669,0.5175,0.55,0.55,2.90057,1.12696,1.1260700000000001,1.11933,1.11943,1.11933,1.11943,1.50629,0.64783,25.213829999999998,25.23392,7.15508,7.15508,management,1.64685,1.64685,6.399380000000001,6.399380000000001,22500.82,23907.13,82.09949,40.54006,506848.5,538526.5,7.310969999999999,11.12412,17.89682,15.086879999999999,15.086879999999999,7.310969999999999,15.2198,9.714260000000001,9.714260000000001
65,perShare,AWK,33.85268,33.85268,6.64641,6.64641,0.33183,0.33183,1.636,1.955,1.955,9.8674,3.43094,3.43095,3.43094,3.43095,3.43094,3.43095,3.58745,-3.44751,19.94475,19.94475,25.18073,25.18073,management,0.16445,0.16445,36.329409999999996,36.329409999999996,89352.52,91323.53,11.60772,11.875,519424.5,530882.4,2.82883,2.81005,9.96882,10.36295,10.36295,2.82883,3.1369599999999997,3.12327,3.12327
66,perShare,ALK,35.211290000000005,35.211290000000005,9.59055,9.58804,12.36582,12.36582,1.156,1.4,1.4,12.21832,6.2378800000000005,6.23729,6.18719,6.18341,6.18719,6.18341,6.565339999999999,6.86124,70.64986,70.63139,18.42272,18.42272,management,0.7346600000000001,0.7346600000000001,58.30303000000001,58.34848,32372.13,31863.76,25.48911,25.48911,369648.5,363843.5,6.4338,7.49557,22.64605,19.02994,19.02994,6.4338,10.13139,8.65893,8.65893
67,perShare,PAA,17.9416,17.9416,3.22875,3.2024,0.061810000000000004,0.061810000000000004,1.9869999999999999,1.38,1.38,3.2420400000000003,2.7056400000000003,2.70627,2.64875,2.6360099999999997,2.64875,2.6360099999999997,2.68272,0.05823,42.08625,41.70921,13.48161,14.452729999999999,management,1.2426700000000002,1.24264,49.44534,49.44373,440404.0,436000.0,11.09723,11.0969,6801818.0,6733600.0,8.04606,6.28107,14.09591,19.21875,19.20898,8.04606,7.5883199999999995,9.56518,9.56518
68,perShare,ARCC,17.32483,17.32483,,,0.40835,0.40835,1.5659999999999998,1.68,1.68,1.93563,1.8571400000000002,1.8560900000000002,1.8571400000000002,1.8560900000000002,1.8571400000000002,1.8560900000000002,1.8571400000000002,-4.45641,3.57845,3.5763599999999998,17.32483,17.32483,management,0.10993,0.10993,,,720909.1,660833.3,13.05983,13.05983,1389091.0,1273333.0,5.70504,5.64224,10.19125,10.740160000000001,10.740160000000001,5.70504,5.80503,5.8841,5.8841
69,perShare,AAP,51.26359,51.26359,10.19175,10.196860000000001,6.047280000000001,6.047280000000001,0.24,0.24,0.24,13.95881,6.870369999999999,6.86361,6.84179,6.83525,6.84179,6.83525,7.6711,5.31554,136.4295,136.5033,26.679640000000003,26.679640000000003,management,0.95706,0.95706,1.23959,1.23958,12326.48,12484.51,15.34955,15.34955,245797.5,248948.8,4.79956,4.97993,14.327910000000001,13.715589999999999,13.715589999999999,4.79956,8.79696,8.165610000000001,8.165610000000001
70,perShare,NAT,4.04416,4.04416,0.37604,0.37396,0.33738,0.33738,0.69,0.1,0.1,0.66915,-0.07261000000000001,-0.07393,-0.07261000000000001,-0.07587999999999999,-0.07261000000000001,-0.07587999999999999,-0.07261000000000001,0.16238,1.23061,1.22376,4.04416,4.04416,management,0.16694,0.16694,3.08811,3.08811,,,7.43795,7.43795,,,-0.9849600000000001,-2.29057,-5.26541,-1.7286700000000002,-1.729,-0.98477,-2.34845,-1.03175,-1.03155
71,perShare,AIV,11.95988,11.95988,5.95403,5.96811,0.95981,0.95981,1.44049,1.57216,1.57216,3.71876,3.15563,3.1938,3.15081,3.1888799999999997,3.15081,3.1888799999999997,-0.16965,-2.8416799999999998,6.18,6.19461,11.40472,11.95988,management,0.14046,0.14046,14.68266,14.68266,508027.0,534765.3,23.87845,,914294.0,962414.8,7.80455,6.8540600000000005,27.00487,27.78745,27.78745,7.80455,7.49485,8.407910000000001,8.407910000000001
72,perShare,AGIO,9.364289999999999,9.364289999999999,-6.7237,-6.723839999999999,8.2583,8.2583,,,0.0,-6.97155,-6.85849,-6.8683,-6.85849,-6.8683,-6.85849,-6.8683,-6.85849,-6.3806,1.96538,1.9654200000000002,9.364289999999999,9.364289999999999,management,0.13482,0.13482,0.32122,0.32122,-808392.9,-767671.6,12.30686,12.30686,231654.2,219985.1,-47.046929999999996,-43.34148,-60.38515,-61.96564,-61.96564,-47.046929999999996,-49.645340000000004,-52.658,-52.658
73,perShare,AEE,32.73355,32.73355,7.43019,7.44158,0.06498999999999999,0.06498999999999999,1.7830000000000001,1.92,1.92,9.19373,3.37134,3.37129,3.3508699999999996,3.34993,3.3508699999999996,3.34993,3.3508699999999996,-3.01062,23.91744,23.915020000000002,31.06418,31.06418,management,0.21051999999999998,0.21051999999999998,6.48311,6.48311,91845.16,89456.19,13.80841,13.80841,650845.2,633916.1,2.97072,2.81803,9.79862,10.55449,10.55449,2.97072,3.15236,3.29176,3.29176
74,perShare,AVXL,0.38537,0.4548,,,0.42138000000000003,0.48105,,,0.0,-0.57495,-0.53766,-0.50662,-0.53766,-0.50662,-0.53766,-0.50662,-0.53766,-0.39381,0.0,0.0,0.38537,0.4548,management,0.0,0.0,,,-1813447.0,-1597093.0,,,,0.0,-102.0457,-87.93796,-110.4287,-118.3582,-123.4176,-95.49181,-106.4202,-123.4176,-118.3582
75,perShare,ARLP,9.876560000000001,9.876560000000001,5.58866,5.58869,0.28745,0.28745,2.149,2.145,2.145,4.55652,3.11758,3.11632,3.11758,3.11632,3.11758,3.11632,2.29642,-0.5416,15.311979999999998,15.31206,8.72565,8.80183,management,0.78761,0.78761,1.53086,1.53086,113019.3,112972.2,11.65574,11.65574,544846.6,544619.6,16.33768,14.85917,23.62211,32.79415,32.79415,16.33768,17.416079999999997,18.33925,18.33925
76,perShare,ANTM,125.4457,125.4457,24.11833,22.7161,19.51984,19.51984,2.8,3.2,3.2,30.295809999999996,18.81409,18.795579999999998,18.46715,18.448620000000002,18.46715,18.448620000000002,18.61835,16.00461,400.5378,400.5378,10.09797,10.09797,management,1.39924,1.39924,,,71479.55,68087.82,,,1550335.0,1476771.0,6.451309999999999,4.81372,12.42075,15.951820000000001,15.951820000000001,6.451309999999999,,,
77,perShare,ABC,13.923910000000001,14.3583,6.16351,5.27105,16.31932,15.70917,1.42,1.6,1.6,12.03668,3.8939199999999996,3.10435,3.8631300000000004,3.08185,4.03779,3.08185,6.87287,6.498480000000001,847.7583,861.6782,-29.606340000000003,-28.63052,management,4.67425,4.59261,15.19635,15.076479999999998,38006.28,29497.73,14.454670000000002,13.5868,8352983.0,8275519.0,2.1268,2.10664,34.62675,21.634,28.162470000000003,1.63701,8.72981,8.529860000000001,6.8054
78,perShare,ATI,16.57687,16.57687,2.87509,2.9751,3.8926,3.8926,,,0.0,3.68497,2.0476900000000002,2.04655,1.8457299999999999,1.83742,1.8457299999999999,1.83742,1.61812,0.43581000000000003,28.13993,29.118840000000002,11.64291,12.40668,management,0.74036,0.74036,2.94515,2.94515,31964.5,33345.68,7.037380000000001,7.037380000000001,487869.8,508950.6,4.85076,-2.03518,-6.6852,12.9584,12.9584,4.85076,-2.41679,5.8455,5.8455
79,perShare,ADT,4.22542,4.22542,2.09429,2.09416,0.06467,0.06467,,0.14,0.14,3.01167,-0.56762,-0.56905,-0.56762,-0.56905,-0.56762,-0.56905,-0.41376999999999997,-0.08361,6.85947,6.85906,-11.205789999999999,-11.205789999999999,management,0.30791999999999997,0.30791999999999997,10.95933,10.95933,-23241.1,-24237.14,19.23479,19.23479,280857.9,292894.7,-2.5480400000000003,,,-11.44932,-11.44932,-2.5480400000000003,,-2.7224,-2.7224
80,perShare,AVB,78.13736999999999,78.13736999999999,10.37232,10.37203,0.28218000000000004,0.28218000000000004,5.5360000000000005,6.03,6.03,10.70243,5.63745,5.6287400000000005,5.61655,5.607819999999999,5.61655,5.607819999999999,4.47601,-8.10501,16.65544,16.65496,78.13736999999999,78.13736999999999,management,0.12397999999999999,0.12397999999999999,2.4129400000000003,2.4129400000000003,253214.0,251794.7,,,748792.4,744595.1,4.19241,4.94526,8.62226,7.251,7.251,4.19241,5.1418,4.369730000000001,4.369730000000001
81,perShare,ALNY,12.823939999999999,12.823939999999999,-7.9526699999999995,-8.00034,13.69275,13.69275,,,0.0,-8.49121,-8.109860000000001,-8.13673,-8.109860000000001,-8.13673,-8.109860000000001,-8.13673,-8.109860000000001,-3.8538900000000003,2.01118,2.02324,12.823939999999999,12.823939999999999,management,0.11070999999999999,0.11070999999999999,0.62331,0.62331,-742140.7,-669777.8,7.11499,7.11499,184045.2,166099.8,-44.64132,-35.68867,-44.085570000000004,-64.66449,-64.66449,-44.64132,-39.35665,-51.55062,-51.55062
82,perShare,LH,77.84979,77.84979,14.22008,14.221879999999999,3.4722199999999996,3.4722199999999996,,,0.0,20.92557,8.414710000000001,8.43791,8.35497,8.377839999999999,8.35497,8.377839999999999,9.572519999999999,10.59465,117.1886,117.2035,-44.57305,-44.57305,management,0.67509,0.67509,34.44938,34.44938,13093.65,12690.77,5.94444,5.94444,183409.5,177766.2,4.81951,4.89848,12.27016,11.33275,11.33275,4.81951,5.62106,5.562790000000001,5.562790000000001
83,perShare,AVY,14.44219,14.44219,5.70824,5.72676,3.04318,3.04318,1.818,2.26,1.68,11.84774,3.61429,3.62835,3.57176,3.5662199999999995,3.57176,3.5662199999999995,7.37465,3.53615,83.17765,83.44762,-0.07317,1.7596900000000002,management,1.32569,1.32569,7.86062,7.86062,10206.67,10206.67,5.88709,5.88709,235670.0,235670.0,5.74145,7.69164,36.33664,28.12283,28.12283,5.74145,12.68215,9.54117,9.54117
84,perShare,ASH,59.33495,60.168490000000006,5.42857,6.4479999999999995,3.85486,2.6059200000000002,1.25,1.05,1.075,8.16,0.8548399999999999,2.19705,0.8412700000000001,2.14095,8.01587,9.300419999999999,1.57438,0.688,39.57143,39.2,3.7219300000000004,4.6309,management,0.32147,0.32091,2.9119900000000003,2.71565,9906.542,28510.64,4.97109,5.51181,465981.3,521276.6,0.68343,-0.43463,-1.35933,3.8672400000000002,1.51928,1.7551900000000002,-0.49686,0.7750199999999999,1.9597799999999999
85,perShare,AINV,19.05755,18.27137,,,0.52674,0.54564,2.1000099999999997,1.8,1.8,2.04623,1.0184,0.9170299999999999,1.0184,0.9170299999999999,1.0184,0.9170299999999999,1.0184,-10.59648,3.6106300000000005,3.92536,19.05755,18.27137,management,0.10607,0.09799,,,,,201.9604,93.11433000000001,,,2.9917599999999998,1.44298,2.55035,4.9775599999999995,5.2693900000000005,2.31563,1.4977200000000002,3.0868,2.36685
86,perShare,ACHN,1.91767,1.55275,-0.49931000000000003,-0.5283399999999999,1.95347,1.09863,,,0.0,-0.56919,-0.50768,-0.5367,-0.50768,-0.5367,-0.50768,-0.5367,-0.49395,-0.43332,0.0,0.0,1.91767,1.55275,management,0.0,0.0,,,-976000.0,-1331589.0,,,,0.0,-22.83519,-18.28373,-19.07899,-29.96412,-23.79976,-28.379179999999998,-19.06387,-23.79045,-29.87019
87,perShare,ABMD,20.76303,23.20543,5.91833,5.73872,10.89684,9.4771,,,0.0,5.9863599999999995,5.76732,5.4288300000000005,5.61236,5.3308599999999995,5.61236,5.3308599999999995,5.61236,5.58512,16.67205,18.302970000000002,19.7035,21.99791,management,0.83601,0.7812600000000001,1.9759200000000001,1.80103,206058.9,178826.4,9.56892,8.89286,612117.8,613643.3,28.14289,21.85947,25.33548,25.829320000000003,31.85118,22.767139999999998,24.64418,31.3951,25.347379999999998
88,perShare,ABM,23.16309,23.36524,3.5142,3.69277,0.87876,1.04565,0.675,0.715,0.72,5.0648800000000005,1.91441,2.1381799999999997,1.90583,2.12853,1.90583,2.12705,2.03911,2.3892599999999997,97.13901,96.99478,-8.87167,-8.404119999999999,management,1.77555,1.72655,,,912.1429,1017.857,6.18944,6.0226,46418.57,46453.57,3.4890199999999996,2.65678,6.4758,9.44783,8.50964,3.7831,3.4587,4.54028,4.8598300000000005
89,perShare,LIFE,5.44377,5.44377,-6.892360000000001,-6.9017800000000005,8.00249,8.00249,,,0.0,-6.66752,-7.0339100000000006,-7.342739999999999,-7.0339100000000006,-7.342739999999999,-7.0339100000000006,-7.342739999999999,-7.0339100000000006,-5.99579,0.12575999999999998,0.12593,5.44377,5.44377,management,0.00949,0.00949,,,-552627.9,-540068.2,,,9813.953000000001,9590.909,-53.43963000000001,-55.766769999999994,-88.09902,-86.09206,-86.09206,-53.43963000000001,-64.85195999999999,-72.73868,-72.73868
90,perShare,ATO,48.18397,50.11987,7.68648,7.8202300000000005,0.20572,1.54808,1.8159999999999998,2.1,2.15,9.7478,4.35998,4.46743,4.35029,4.45472,4.35029,4.45472,4.35029,-9.106119999999999,24.70478,24.30711,42.06102,44.14333,management,0.22991999999999999,0.21475999999999998,9.61074,11.13393,108763.5,111480.9,13.902629999999998,6.345,617151.9,607125.0,4.05202,3.7759,10.06327,9.27176,9.71448,3.9433800000000003,4.34788,4.62445,4.310630000000001
91,perShare,AON,14.54115,14.54115,8.88612,8.887039999999999,26.20422,26.20422,1.426,1.72,1.72,13.289000000000001,6.424980000000001,6.407030000000001,6.371569999999999,6.35772,6.36741,6.35354,7.9485,4.98805,45.773070000000004,45.77782,-24.0112,-24.0112,management,0.39454,0.39454,,,31480.0,31480.0,1.13058,1.13058,220260.0,220260.0,5.63885,4.4602900000000005,23.264770000000002,40.73877,40.73877,5.63885,8.84741,11.738380000000001,11.738380000000001
92,perShare,ADXS,0.7874399999999999,0.68975,-0.9948299999999999,-1.3290899999999999,0.64466,0.56703,,,0.0,-1.28791,-1.09235,-2.99303,-1.09235,-2.99303,-1.09235,-2.99303,-1.02366,-1.22078,1.3732600000000001,0.044410000000000005,0.69631,0.61521,management,0.38845,0.023569999999999997,,,-357247.3,-1065314.0,,,449118.3,34228.57,-30.89915,-62.05143,-86.55859,-94.33762,-52.25378,-73.36081,-74.30641999999999,-41.462109999999996,-86.70456999999999
93,perShare,ADC,37.06818,37.06818,3.1198900000000003,3.12169,0.34237,0.34237,2.0180000000000002,2.25,2.25,3.65412,1.9642,1.9627700000000001,1.9334099999999999,1.9322400000000002,1.9334099999999999,1.9322400000000002,1.6515400000000002,-16.89636,4.54783,4.55051,29.53061,29.53061,management,0.0799,0.0799,,,2097740.0,1969805.0,7.754230000000001,7.7542800000000005,4869559.0,4572659.0,3.4420599999999997,4.004659999999999,6.47962,5.44895,5.44895,3.44201,4.0951699999999995,3.5281300000000004,3.52808
94,perShare,SAVE,33.033840000000005,33.033840000000005,7.2514899999999995,7.251539999999999,15.839279999999999,15.839279999999999,,,0.0,9.93333,4.89931,4.89901,4.89002,4.8894,4.89002,4.8894,5.09246,3.16203,55.87211,55.872519999999994,33.033840000000005,33.033840000000005,management,0.6275,0.6275,,,42477.67,41507.37,63.07122,63.07122,485338.8,474252.3,5.49199,6.682589999999999,16.24697,16.00325,16.00325,5.49199,8.02771,6.53373,6.53373
95,perShare,AKRX,1.8573099999999998,1.8573099999999998,-1.24185,-1.23961,1.14791,1.14791,,,0.0,0.08457,-1.8000900000000002,-1.80139,-1.8000900000000002,-1.80342,-1.8000900000000002,-1.80342,-1.13794,-0.53472,5.41709,5.40985,-1.97733,-1.97733,management,0.49027,0.49027,2.50063,2.50063,-102657.3,-101827.6,4.75065,4.75065,308931.2,306434.2,-16.29156,-3.86269,-11.5609,-66.87822,-66.87822,-16.29156,-4.5238,-27.867520000000003,-27.867520000000003
96,perShare,ADS,33.36765,33.36765,15.499020000000002,15.833420000000002,81.39496,81.39496,,2.52,2.52,35.0848,10.655999999999999,10.86182,10.46758,10.772789999999999,5.27308,5.37479,13.20956,19.02659,109.6523,112.0181,10.08613,10.08613,management,0.19624,0.19624,11.191419999999999,11.191419999999999,38063.16,63811.77,0.31038000000000004,0.31038000000000004,391670.2,656623.5,1.9070900000000002,2.53214,32.51051,27.1809,27.1809,1.9070900000000002,3.91046,3.23565,3.23565
97,perShare,AYI,48.63767,50.283390000000004,10.46482,10.01388,11.6848,6.745610000000001,0.52,0.52,0.52,13.43849,8.267000000000001,7.73153,8.24623,7.71202,8.30151,7.76765,8.32968,10.627130000000001,92.27889,90.21576999999999,12.30833,6.3331800000000005,management,1.1922,1.1311799999999999,5.8278,5.452380000000001,26256.0,25466.67,6.12678,6.71702,293816.0,297900.0,10.65377,10.62187,18.5865,16.35012,18.054289999999998,9.670119999999999,13.554689999999999,13.44421,11.993960000000001
98,perShare,AMT,11.41457,11.41457,8.11052,8.11175,3.38955,3.38955,2.58,3.61,3.61,10.517389999999999,4.2679599999999995,4.26726,4.2373,4.23729,4.2373,4.23729,4.70708,2.60028,17.0145,17.01707,-30.34907,-30.34907,management,0.19998,0.19998,,,365763.3,351411.8,16.45745,16.45745,1446622.0,1389861.0,5.05619,3.87659,19.35932,36.33354,36.33354,5.05619,4.4206199999999995,6.12973,6.12973
99,perShare,ACM,23.43476,23.21861,0.48200000000000004,0.26227,7.00745,4.58579,,,0.0,5.70999,-1.67182,-1.8350099999999998,-1.67182,-1.8514400000000002,-1.6622700000000001,-1.7382799999999998,1.31331,4.16222,128.4565,115.4402,-11.54235,0.54761,management,1.38445,1.22489,,,-2144.393,-2490.256,3.5874900000000003,3.6535,233217.7,213621.4,-1.27298,0.71218,0.59977,-7.486839999999999,-6.74645,-1.4278899999999999,1.2002700000000002,-2.2961099999999997,-2.4996099999999997
100,perShare,ATRS,0.32986,0.32986,0.0032600000000000003,0.00323,0.27673000000000003,0.27673000000000003,,,0.0,0.02165,-0.01247,-0.01318,-0.01247,-0.013380000000000001,-0.01247,-0.013380000000000001,-0.01247,-0.0791,0.76189,0.75567,0.32034,0.32034,management,1.1208,1.1208,3.69104,3.69104,-11819.24,-11387.64,3.4062699999999997,3.4062699999999997,722239.1,695865.2,-1.8341599999999998,-16.96565,-30.20867,-4.335780000000001,-4.335780000000001,-1.8341599999999998,-22.946379999999998,-2.51146,-2.51146
