,metricType,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly
168,perShare,ANTH,-0.39662,0.2086,-2.83079,-1.73774,0.1585,0.30887,,,0,-2.57835,-2.85813,-1.69469,-2.85813,-1.69469,-2.85813,-1.69469,-2.85813,-2.26315,0,0,-0.39662,0.2086
171,perShare,AI,8.9034,8.9034,,,0.53423,0.53423,2.23,1.2,1.2,0.38338,0.31202,0.35303,0.31094,0.34196,0.31094,0.34196,0.31094,0.05705,3.51651,3.51535,8.9034,8.9034
173,perShare,WMC,10.54597,10.54597,,,0.58536,0.58536,1.596,1.24,1.24,1.57384,1.37281,1.36765,1.37281,1.36765,1.37281,1.36765,1.55837,-2.22511,4.90548,4.86274,10.54597,10.54597
174,perShare,MPX.AX,0.12314,0.11666,-0.01588,-0.01375,0.00947,0.00248,,,0,0.00287,-0.01562,-0.01343,-0.01562,-0.01343,-0.01562,-0.01343,-0.01146,0.00062,0.02934,0.02886,0.12314,0.11666
175,perShare,JKHY,18.56147,19.38032,5.59192,5.8094,1.21614,0.94524,1.216,1.54,1.6,6.92514,3.52365,3.65814,3.51513,3.65396,3.51513,3.65396,3.51513,2.01951,20.07435,21.15136,4.03871,4.24434
176,perShare,AVAV,19.31702,20.45171,2.26113,1.84889,13.49666,11.66896,,,0,1.6819,1.77117,1.25038,1.77117,1.23729,2.0047,1.21979,1.77117,1.00695,13.28101,13.37876,19.29785,19.58916
177,perShare,AMKR,8.15489,8.15489,2.69365,2.69566,3.71648,3.71648,,,0,3.1426,0.50428,0.5031,0.50344,0.50188,0.50344,0.50188,0.52017,0.38099,16.87746,16.89004,8.04702,8.04702
181,perShare,ERC,,,,,,,,,,,,,,,,,,,0,,,
184,perShare,AEIS,17.64206,17.64206,2.14682,2.14674,9.09993,9.09993,,,0,2.51807,1.47491,1.47525,1.46671,1.46717,1.687,1.68767,1.80951,0.60276,20.49482,20.49402,7.55438,7.55438
185,perShare,Y,610.9962,610.9962,69.90794,69.94293,82.08342,82.08342,,,0,45.23826,59.43788,59.33437,59.3902,59.32396,59.3902,59.32396,60.46859,46.19155,578.1627,578.452,526.8329,526.8329
187,perShare,CENX,7.56848,7.56848,0.06869,0.06982,0.43617,0.43617,,,0,0.12387,-0.90991,-0.91239,-0.90991,-0.91239,-0.90991,-0.91239,-0.90991,-0.47185,20.68243,20.68131,7.56848,7.56848
188,perShare,ASPS,-1.47703,-1.47703,-15.90438,-15.84049,8.11175,8.11175,,,0,3.42362,-18.3834,-18.90363,-18.3834,-18.91071,-19.2589,-19.77853,-18.53518,2.77332,40.5635,40.40055,-10.20584,-10.20584
189,perShare,AMRN,1.68913,1.68913,-0.06348,-0.06361,1.79001,1.79001,,,0,-0.06838,-0.06611,-0.07001,-0.06611,-0.07001,-0.06611,-0.07001,-0.06611,-0.03224,1.25462,1.25484,1.64676,1.64676
190,perShare,AMPE,0.04061,0.04061,-0.09336,-0.09276,0.04117,0.04117,,,0,-0.13038,-0.10436,-0.10605,-0.10436,-0.10617,-0.10436,-0.10617,-0.10436,-0.11719,0,0,0.04061,0.04061
191,perShare,AMAG,8.41549,8.41549,-12.90203,-12.9035,5.05164,5.05164,,,0,-3.04328,-13.7072,-13.702,-13.7072,-13.702,-13.7072,-13.702,-6.92796,-5.53126,9.63124,9.6307,-4.70642,-4.70642
192,perShare,ALKS,6.87951,6.87951,-0.73965,-0.73994,3.39069,3.39069,,,0,-0.52,-1.25195,-1.25442,-1.25195,-1.25442,-1.25195,-1.25442,-1.19649,-0.12012,7.45584,7.45595,5.33611,5.33611
194,perShare,ADES,5.89742,5.89742,2.34798,2.34903,0.65786,0.65786,0.55,1,1,-0.40591,1.96772,1.96545,1.94437,1.94392,1.93191,1.93141,1.94437,1.71049,3.81483,3.81654,5.67038,5.67038
196,perShare,AAON,5.5712,5.5712,1.45296,1.4532,0.51455,0.51455,0.272,0.32,0.32,1.71232,1.03132,1.03144,1.02043,1.02034,1.02043,1.02034,1.02556,0.99601,8.91668,8.91815,5.50398,5.50398
197,perShare,XLRN,8.46095,8.46095,-2.30524,-2.30548,8.12011,8.12011,,,0,-2.52639,-2.38038,-2.38526,-2.38038,-2.38526,-2.38038,-2.38526,-2.38038,-1.85119,1.41065,1.41077,8.46095,8.46095
198,perShare,VRSK,13.8562,13.8562,4.64457,4.64517,1.13139,1.13139,,1,1,6.4055,2.75109,2.75112,2.70113,2.70183,2.70113,2.70183,2.88884,3.45641,15.65261,15.65261,-18.40139,-18.40139
199,perShare,VJET,2.12148,1.6943,-0.29477,-0.31517,0.92767,0.593,,,0,-0.3499,-0.49133,-0.49941,-0.49133,-0.49941,-0.49133,-0.49941,-0.49133,-0.50689,1.45811,1.09242,2.05661,1.63149
201,perShare,APTS,41.58426,41.58426,1.44211,1.4423,2.03219,2.03219,0.893,1.045,1.045,6.44618,-2.73428,-2.73242,-2.73428,-2.73242,-2.73428,-2.73242,-2.78934,-15.3142,10.62752,10.6289,37.82891,37.82891
202,perShare,APO,8.30614,8.30614,7.26207,7.28986,7.18193,7.18193,1.712,2.02,2.02,6.51445,3.89495,3.90374,3.86368,3.88299,3.86368,3.88299,3.86368,2.74711,14.04489,14.09864,7.79255,7.79255
203,perShare,ALSK,3.25258,3.25258,0.77585,0.77603,0.50478,0.50478,,,0,1.09392,0.09232,0.0927,0.09079,0.09131,0.09079,0.09131,0.12579,0.25894,4.26873,4.26972,3.25258,3.25258
204,perShare,ALG,48.4796,48.4796,7.87042,7.87042,3.60017,3.60017,0.4,0.48,0.48,10.56042,5.36329,5.36374,5.33102,5.33139,5.33102,5.33139,5.33102,4.38593,94.8422,94.8422,14.07895,14.07895
205,perShare,AHC,2.34883,3.74952,-0.66775,0.16576,2.5576,2.41992,0.32,0.32,0.32,0.04354,-1.16633,-0.31084,-1.16633,-0.31084,-1.16624,-0.31075,-0.66059,-0.27322,9.30157,9.0592,2.33478,2.86793
206,perShare,ACTG,3.59759,3.59759,-0.28619,-0.28619,3.34204,3.34204,,,0,-0.24892,-0.35009,-0.35025,-0.35009,-0.35025,-0.35009,-0.35025,-0.20014,-0.13888,0.22599,0.22599,3.44246,3.44246
209,perShare,MAA,53.24191,53.24191,7.26772,7.2677,0.17923,0.17923,3.474,3.84,3.84,7.85077,2.96415,2.90633,2.96205,2.90411,2.96205,2.90411,2.18286,-0.57709,13.88304,13.88301,53.21915,53.24191
212,perShare,AT,1.26708,1.26708,0.18939,0.16707,0.68921,0.68921,,,0,0.95077,-0.38975,-0.39124,-0.38975,-0.43254,-0.38975,-0.43254,-0.35526,1.04923,2.5764,2.2728,-0.25673,-0.25673
214,perShare,ARCO,1.98591,1.98591,0.99672,0.9941,0.57485,0.57485,0.042,0.11,0.11,1.38435,0.39164,0.39157,0.39164,0.39095,0.39164,0.39095,0.39164,,14.505,14.467,1.78293,1.78293
215,perShare,ANET,37.89402,37.89402,11.03767,11.03846,35.6644,35.6644,,,0,10.3696,11.26224,11.26252,10.62659,10.63477,10.62659,10.63477,10.62659,11.71318,29.80633,29.80845,36.58375,36.58375
217,perShare,AIR,26.04073,26.4781,3.48997,3.20795,0.61228,1.05411,0.3,0.3,0.3,3.73314,2.27826,1.98205,2.25215,1.93289,0.20344,1.22253,2.25215,-0.00284,58.79083,62.97232,22.06233,22.81721
219,perShare,WAB,51.93814,51.93814,4.10547,4.17832,3.15181,3.15181,0.408,0.48,0.48,6.33913,1.91613,1.73664,1.84264,1.68784,1.84264,1.68784,2.1023,4.29691,46.24929,47.07376,-13.08352,-13.08352
220,perShare,RS,77.88016,77.88016,13.6379,13.63775,2.60717,2.60717,1.85,2.2,2.2,18.18564,10.48815,10.48597,10.33822,10.3372,10.33822,10.3372,10.35166,13.38133,161.7243,161.7225,32.48422,32.48422
221,perShare,PKG,32.42872,32.42872,11.5186,11.51541,8.10348,8.10348,2.57,3.16,3.16,15.58874,7.36887,7.36895,7.34538,7.34563,7.34538,7.34563,7.55521,5.37088,74.00956,74.00956,19.14995,19.14995
223,perShare,AXDX,-0.13488,-0.13488,-1.49897,-1.49899,1.98233,1.98233,,,0,-1.28851,-1.54671,-1.54676,-1.54671,-1.54676,-1.54671,-1.54676,-1.54671,-1.19482,0.17057,0.17057,-0.13488,-0.13488
225,perShare,AVA,28.86827,28.86827,6.07211,6.06971,0.14731,0.14731,1.3605,1.55,1.55,6.57157,2.97529,2.9812,2.96973,2.97653,2.96973,2.97653,3.22556,-2.2164,20.28708,20.27906,28.08786,28.08786
226,perShare,ATHX,0.14563,0.14563,-0.28929,-0.28933,0.21929,0.21929,,,0,-0.2953,-0.29389,-0.29477,-0.29389,-0.29477,-0.29389,-0.29477,-0.29389,-0.23672,0.03713,0.03714,0.14563,0.14563
227,perShare,ARWR,2.561,4.94585,0.73436,0.5851,2.70876,4.96482,,,0,0.50539,0.72422,0.56324,0.68935,0.53765,0.68935,0.53765,0.68935,-0.34795,1.71179,1.65643,2.38233,4.7813
228,perShare,ANGI,2.62202,2.62202,0.25238,0.25401,0.77918,0.77918,,,0,0.26048,0.06899,0.06888,0.06725,0.06738,0.06725,0.06738,0.06725,0.28247,2.56064,2.57722,0.35631,0.35631
229,perShare,AMG,50.21368,50.21368,9.30632,9.3083,9.22393,9.22393,,1.28,1.28,17.05336,0.31089,0.41709,0.31028,0.41333,0.31028,0.41333,0.31028,16.79051,44.26087,44.26087,-15.31966,-15.31966
230,perShare,ALSN,6.60746,6.60746,6.26829,6.26829,1.62437,1.62437,0.6,0.6,0.6,8.62602,4.95082,4.93777,4.91057,4.89771,4.91057,4.89771,4.92336,4.88618,21.93496,21.93496,-19.4755,-19.4755
231,perShare,ALGN,17.1633,17.1633,6.60792,6.60975,11.07476,11.07476,,,0,7.46116,5.57484,5.57598,5.52779,5.53153,5.52779,5.53153,5.28789,7.46229,30.04739,30.05574,16.19825,16.19825
232,perShare,AKBA,3.24437,3.24437,-2.03565,-2.03574,1.21384,1.21384,,,0,-2.09173,-2.36207,-2.36125,-2.36207,-2.36125,-2.36207,-2.36125,-2.36207,-2.23071,2.8295,2.82962,0.39854,0.39854
233,perShare,AGO,71.17664,71.17664,,,1.81185,1.81185,0.586,0.72,0.72,6.05788,4.04834,4.07523,4.01198,4.0375,4.01198,4.0375,4.3656,-5.81836,9.8004,9.79042,68.8609,68.8609
235,perShare,ACRX,-0.5205,-0.5205,-0.65129,-0.65131,0.83115,0.83115,,,0,-0.66349,-0.67236,-0.67233,-0.67236,-0.67233,-0.67236,-0.67233,-0.67236,-0.69018,0.02891,0.02891,-0.5205,-0.5205
236,perShare,ROK,3.49352,6.1704,7.10813,9.22185,9.14434,7.97074,3.186,3.88,3.93,11.05758,5.87574,7.88198,5.82649,7.8153,5.82649,7.8153,5.82649,5.18628,56.11735,57.04488,-7.44166,-9.64372
237,perShare,GLPI,9.66139,9.66139,3.01156,3.0098,0.12494,0.12494,2.462,2.74,2.74,4.52218,1.81819,1.81808,1.80876,1.80756,1.80876,1.80756,1.90497,0.73251,5.34545,5.34232,9.54195,9.54195
238,perShare,DNI,,,,,,,,,,,,,,,,,,,0,,,
239,perShare,AZZ,23.11805,24.89493,3.84391,4.4246,0.9192,0.54455,0.636,0.68,0.68,5.69718,1.92442,2.54568,1.91933,2.54016,1.96147,2.58222,1.91933,2.91213,35.51105,38.86346,5.73617,5.93445
240,perShare,ATRC,6.23737,6.23737,-0.68712,-0.68716,2.06282,2.06282,,,0,-0.54817,-0.93628,-0.93107,-0.93628,-0.93107,-0.93628,-0.93107,-0.8675,-0.74476,6.14028,6.14065,-2.95849,-2.95849
242,perShare,ARMK,13.40047,13.80273,4.08968,3.62734,0.99551,1.0582,0.3994,0.44,0.44,5.39838,1.77493,1.31586,1.73862,1.28808,1.77989,1.35768,1.25008,1.11605,64.39166,64.2302,-17.0826,-16.39264
243,perShare,AOS,9.70971,9.70971,2.68909,2.68893,3.21211,3.21211,0.616,0.9,0.9,3.36731,2.23632,2.23596,2.21941,2.21906,2.21941,2.21906,2.21941,1.45513,17.95144,17.95039,4.55776,4.55776
246,perShare,AMCX,11.98267,11.98267,8.92077,8.94744,14.68936,14.68936,,,0,16.03376,6.76961,6.74899,6.67086,6.64148,6.67086,6.64148,9.3973,6.89581,53.65501,53.81541,-28.77488,-28.77488
247,perShare,ALIM,-0.8951,-0.8951,-1.63557,-1.63559,1.89813,1.89813,,,0,-0.51529,-2.18921,-2.21207,-2.18921,-2.21207,-2.18921,-2.21207,-2.18921,-0.90689,11.30833,11.30843,-3.87197,-3.87197
248,perShare,ALE,43.17021,43.17021,7.71954,7.7158,1.34043,1.34043,2.166,2.35,2.35,7.60561,3.5969,3.59573,3.58994,3.58879,3.58994,3.58879,3.29323,-9.06718,23.9942,23.9826,43.15087,43.15087
249,perShare,AHT,2.63225,2.63225,0.83884,0.83894,2.57225,2.57225,0.456,0.36,0.36,3.91924,-1.57745,-1.57818,-1.57745,-1.57818,-1.57745,-1.57818,-1.5101,-2.81267,15.05212,15.05401,2.62444,2.62444
252,perShare,AALI.JK,9622.937,9622.937,859.0996,859.0996,199.1834,199.1834,,,0,1231.461,109.6889,109.6889,109.6889,109.6889,109.6889,109.6889,109.6889,-7.80906,9067.824,9067.824,9593.866,9593.866
253,perShare,SPR,16.79405,16.79405,7.46514,7.46514,22.41082,22.41082,,0.48,0.48,9.97899,5.10907,5.10545,5.0554,5.05072,5.05922,5.05456,5.19889,6.11366,75.10124,75.10124,16.75973,16.75973
254,perShare,SEE,-1.2698,-1.2698,2.50773,2.50491,1.69824,1.69824,0.61,0.64,0.64,5.26438,1.54115,1.53694,1.53544,1.53084,1.69459,1.69511,3.65657,1.43258,30.87049,30.87546,-16.79602,-16.79602
257,perShare,DLPH,3.65974,3.65974,2.69961,2.73432,2.21908,2.21908,,,0,5.83474,0.19475,0.18482,0.19446,0.18343,0.19446,0.18343,1.37669,-0.90381,49.88561,49.89274,2.96265,2.96265
258,perShare,CBL,4.63091,4.63091,0.46777,0.46778,0.18847,0.18847,,,0.15,2.75396,-0.88598,-0.8863,-0.88598,-0.8863,-0.88598,-0.8863,-0.32414,0.46085,4.43193,4.43195,4.41074,3.8873
260,perShare,AYR,27.32462,27.32462,6.74554,6.74874,1.87537,1.87537,1.044,1.2,1.2,10.22667,2.08842,2.09206,2.06336,2.06469,2.06336,2.06469,1.7138,-9.65247,11.57309,11.57858,27.32462,27.32462
261,perShare,APOG,18.37182,19.39442,3.40054,3.12612,0.6325,0.38146,0.521,0.6475,0.7,3.85433,1.64355,1.44128,1.62716,1.42029,1.62716,1.42029,1.71429,-0.26573,49.9479,51.99192,6.00589,7.02084
262,perShare,ANDE,29.19983,29.19983,4.87249,4.9176,1.64637,1.64637,0.667,0.685,0.685,6.93038,0.56208,0.5624,0.55315,0.55245,0.55315,0.55245,1.22026,1.70707,246.8634,249.2014,19.88237,19.88237
263,perShare,AMSC,3.79121,3.42198,1.59708,-0.64081,3.61798,2.23798,,,0,-0.85604,1.39961,-0.86106,1.3732,-0.86106,1.29118,-0.94423,-0.26538,-1.25708,2.71191,2.91254,3.576,3.22895
264,perShare,AMRS,-2.17234,-2.17234,-2.69457,-2.5946,0.00229,0.00229,,,0,-1.11224,-2.66696,-2.53424,-2.66696,-2.53424,-2.66696,-2.53424,-2.25663,-1.61492,1.50494,1.44911,-2.17234,-2.17234
265,perShare,AMED,19.83797,19.83797,4.43574,4.43587,0.93836,0.93836,,,0,6.49856,3.94602,3.94655,3.84459,3.84529,3.84459,3.84529,4.26507,5.88414,59.27957,59.28137,-2.56467,-2.56467
266,perShare,ALEX,15.56155,15.56155,0.18837,0.18811,0.21024,0.21024,0.272,0.69,0.69,1.18811,-0.48615,-0.48501,-0.48615,-0.48576,-0.50693,-0.50649,-0.03871,-2.04011,6.0277,6.01936,14.31259,14.31259
267,perShare,ALCO,25.98846,26.0175,6.85627,7.3428,2.4918,0.74192,0.252,0.24,0.27,8.34344,5.0633,5.49929,5.04911,5.49444,5.04911,5.49444,3.73914,4.43876,16.31536,15.83864,25.68805,25.71704
268,perShare,ADUS,20.99139,30.20683,2.10587,2.1917,5.36386,15.40003,,,0,2.75896,1.44219,1.55278,1.40329,1.50563,1.41347,1.4746,1.40573,0.84985,41.84115,43.98053,8.86081,17.15104
271,perShare,AAWW,69.27399,69.27399,0.91792,0.90825,4.01641,4.01641,,,0,19.29648,-11.34865,-11.33235,-11.34865,-11.46974,-11.34865,-11.46974,3.08536,-1.81765,106.055,104.9377,66.30323,66.30323
272,perShare,WMS,8.46493,11.36819,2.62821,-1.75784,0.15465,1.42947,0.224,0.32,0.35,0.67339,1.23072,-3.1408,1.2182,-3.14417,1.2182,-3.14417,1.31709,2.41879,24.03591,24.98684,5.80562,-5.58953
273,perShare,PAG,34.45037,34.45037,6.59918,6.59918,0.34655,0.34655,1.26,1.58,1.58,9.24055,5.2791,5.28322,5.2791,5.28148,5.28274,5.2851,5.29604,1.72738,280.9793,280.9793,4.07228,4.07228
274,perShare,MDRX,7.91007,7.91007,0.12947,0.14733,0.79808,0.79808,,,0,1.31789,-1.11331,-1.09602,-1.11331,-1.09602,-1.09544,-1.09602,-0.96796,-0.50616,10.65312,10.65247,-4.27697,-4.27697
275,perShare,KLIC,12.17411,12.16558,0.71162,0.69668,9.38998,9.6674,,0.48,0.48,0.62833,0.40594,0.39028,0.40186,0.38649,0.1767,0.27593,0.40186,-0.10468,8.18906,8.12546,10.61738,10.63286
276,perShare,ETH,13.68586,13.92874,1.69332,1.64766,0.78324,1.08677,0.658,0.76,0.78,2.46681,0.96265,0.96948,0.96064,0.96791,0.96064,0.96791,1.53866,-0.46922,27.91238,26.5951,11.98849,12.19611
277,perShare,AZPN,5.73096,5.76983,3.82665,3.72006,1.04811,1.18413,,,0,4.04532,3.75737,3.63406,3.71161,3.59119,3.71161,3.59119,3.72922,3.38346,8.45275,8.66882,4.08001,2.99449
278,perShare,AXE,54.38874,54.38874,9.76968,9.76256,2.32648,2.32648,,,0,13.17407,7.70968,7.71136,7.66472,7.64794,7.66472,7.64794,7.99127,5.47414,257.8892,257.7014,19.6114,19.6114
281,perShare,AMH,17.74083,17.74083,1.43514,1.4351,0.12494,0.12494,0.2,0.2,0.2,1.90939,0.28693,0.28674,0.28645,0.28624,0.28645,0.28624,0.15311,-0.39325,3.81229,3.81219,17.33391,17.33391
282,perShare,AME,22.33032,22.33032,4.7749,4.7749,1.71567,1.71567,0.44,0.56,0.56,6.1528,3.78162,3.78134,3.75465,3.75443,3.75465,3.75443,3.75465,3.85614,22.48766,22.48764,-7.39872,-7.39872
283,perShare,AJG,27.40829,27.40829,6.26092,6.26062,3.21531,3.21531,1.57,1.7,1.7,6.45049,3.5957,3.60805,3.51815,3.5311,3.51815,3.52877,3.23461,3.46772,37.8485,37.84352,-14.78841,-14.78841
286,perShare,AGCO,37.81292,37.81292,4.29221,4.30619,5.73461,5.73461,0.558,0.63,0.63,10.49772,1.35696,1.33151,1.34286,1.30657,1.62597,1.59493,2.90961,4.87948,117.4208,117.8033,13.96288,13.96288
287,perShare,AERI,3.59305,3.59305,-4.28033,-4.28037,6.6543,6.6543,,,0,-4.01425,-4.39343,-4.39292,-4.39343,-4.39292,-4.39343,-4.39292,-4.39343,-3.5307,1.53846,1.53848,3.59305,3.59305
288,perShare,ACRE,14.76979,14.76979,1.30546,1.30554,0.18209,0.18209,1.12,1.32,1.32,1.32342,1.29297,1.29297,1.28233,1.28232,1.28233,1.28232,1.28233,-0.22426,4.84777,4.84781,14.76979,14.76979
289,perShare,ABEO,2.13377,2.13377,-1.35962,-1.36007,1.54574,1.54574,,,0,-1.37612,-1.5149,-1.52526,-1.5149,-1.52526,-1.5149,-1.52526,-1.5149,-1.37726,0,0,1.31288,1.31288
290,perShare,WAL,29.42489,29.42489,5.01903,5.01875,1.81399,1.81399,,,0.5,6.32865,4.86204,4.86325,4.84007,4.84124,4.84007,4.84124,4.87065,6.36986,10.71924,10.71864,26.52207,26.52207
293,perShare,NOG,1.37568,1.37568,0.34588,0.34575,0.03957,0.03957,,,0,0.70271,-0.19716,-0.20121,-0.19716,-0.20161,-0.19716,-0.20161,-0.04449,-0.59236,1.22041,1.21996,1.37568,1.37568
294,perShare,HTA,15.51378,15.51378,1.53213,1.5391,0.15113,0.15113,1.21,1.25,1.25,2.10491,0.14658,0.14658,0.14386,0.14307,0.14386,0.14307,0.25908,-2.82106,3.30164,3.31666,15.45579,15.45579
295,perShare,GIII,,,3.73396,3.7311,,,,,0,5.83988,2.98361,3.00183,2.94175,2.9625,2.94175,2.9625,3.25469,,64.63777,64.58824,,
297,perShare,CVU,7.97247,8.46059,0.30789,0.52249,0.35228,0.03958,,,0,0.98747,0.23326,0.43591,0.23305,0.43426,0.23305,0.43426,0.23305,-0.33575,8.84431,8.69206,7.97247,8.46059
302,perShare,ARE,73.3924,73.3924,8.40225,8.40459,1.5702,1.5702,3.64,3.97,3.97,8.68484,3.12819,3.10996,3.11929,3.09735,3.11929,3.09735,3.64744,-28.90526,13.60862,13.6124,71.06087,71.06087
303,perShare,ANSS,40.27996,40.27996,5.93554,5.93555,10.1754,10.1754,,,0,6.69837,5.33468,5.32553,5.23125,5.22151,5.2522,5.24257,5.23125,5.29528,17.64204,17.64209,6.57132,6.57132
304,perShare,AMNB,28.92624,28.92624,2.31166,2.31412,2.93591,2.93591,0.98,1.04,1.04,4.14011,1.98508,2.02735,1.98324,2.02599,1.98324,2.02599,2.92294,1.72457,8.75572,8.76502,20.64103,20.64103
307,perShare,AIN,21.62568,21.62568,6.317,6.3171,6.05237,6.05237,0.652,0.72,0.72,8.26929,4.09952,4.09946,4.09622,4.09639,4.09622,4.09639,4.15307,3.37689,32.61345,32.61399,14.38829,14.38829
309,perShare,AGX,25.33526,22.36297,3.58778,-1.98294,19.04029,18.84369,,1,1.25,-2.67452,3.34228,-2.41702,3.31587,-2.4176,3.31587,-2.4176,3.37763,-1.30468,30.72408,16.49207,22.83267,20.0577
311,perShare,ADTN,7.92224,7.92224,-0.73547,-0.73399,2.22857,2.22857,0.36,0.36,0.36,-0.40057,-1.10758,-1.10725,-1.10758,-1.10767,-1.10758,-1.10767,-1.0579,-0.60899,11.0808,11.06322,7.19777,7.19777
312,perShare,ADMS,-0.03193,-0.03193,-3.75662,-3.75679,4.74193,4.74193,,,0,-3.28884,-3.80048,-3.80234,-3.80048,-3.80234,-3.80048,-3.80234,-3.80048,-2.91942,1.97409,1.97418,-0.03193,-0.03193
313,perShare,ACLS,12.87178,12.87178,0.73649,0.73657,4.2928,4.2928,,,0,0.94858,0.52317,0.52322,0.50355,0.50158,0.50355,0.50158,0.50355,-0.75576,10.13829,10.13941,12.87178,12.87178
314,perShare,ABG,33.52114,33.52114,11.43005,11.44488,0.18153,0.18153,,,0,19.10765,9.65445,9.6433,9.5544,9.57328,9.5544,9.57328,9.47606,14.42802,373.5907,374.0752,16.7476,16.7476
316,perShare,NXJ,,,,,,,,,,,,,,,,,,,0,,,
318,perShare,HOLI,15.6671,16.22361,2.18679,2.07452,7.91567,9.09533,,0.18,0.21,2.12001,2.07192,1.93385,2.05345,1.93109,2.05345,1.93109,2.21914,2.23778,9.30806,9.45027,14.75504,15.3105
319,perShare,GPI,67.40852,67.40852,13.72067,13.70948,1.27763,1.27763,0.968,1.09,1.09,25.55344,9.36313,9.3386,9.36313,9.3386,9.36313,9.3386,10.32964,8.85368,672.838,671.9089,-0.32746,-0.32746
322,perShare,AXTA,5.76501,5.76501,2.56828,2.56801,4.33163,4.33163,,,0,3.72734,1.06456,1.06524,1.05598,1.05641,1.05598,1.05641,1.23679,1.95314,19.00848,19.00647,-4.59174,-4.59174
323,perShare,AWR,16.32525,16.32525,3.24789,3.2472,0.0362,0.0362,1.0004,1.16,1.16,4.39613,2.28139,2.28088,2.28,2.27924,2.28,2.27924,2.2747,-2.10371,12.81974,12.81701,16.29496,16.29496
324,perShare,AWI,7.6033,7.6033,6.35152,6.35152,0.9439,0.9439,,0.725,0.725,5.91717,4.96509,4.96364,4.88485,4.88344,4.32323,4.32248,4.88485,1.73333,20.97172,20.97172,-2.08367,-2.08367
325,perShare,AVEO,0.92314,0.92314,,,2.96885,2.96885,,,0,-0.02438,0.61235,0.58953,0.61056,0.58884,0.61056,0.58884,0.61056,-0.19031,1.87272,1.87732,0.92314,0.92314
327,perShare,ATHM,17.34436,17.34436,,2.57442,15.16997,15.16997,,,0,3.36076,3.80385,3.80267,3.77415,3.77874,3.77415,3.77874,3.77415,,9.93171,9.94765,15.52798,15.52798
328,perShare,ATAX,7.17224,7.17224,0.47092,0.47092,0.69546,0.69546,0.5,0.5,0.5,0.55662,0.41986,0.41946,0.41986,0.41946,0.41986,0.41946,0.4211,-0.2885,1.29575,1.29575,7.17224,7.17224
330,perShare,AROC,7.14758,7.14758,2.07742,2.0772,0.02425,0.02425,0.5271,0.554,0.554,2.85151,0.70008,0.68187,0.69989,0.68171,0.69791,0.67959,0.89347,-1.26209,7.02028,7.01994,5.97557,5.97557
331,perShare,ANH,5.78612,5.78612,-0.63897,-0.63889,0.08332,0.08332,0.568,0.47,0.47,0.43257,-0.65433,-0.65556,-0.65433,-0.65556,-0.65433,-0.65556,-0.63298,0.08879,1.75475,1.75452,5.78612,5.78612
332,perShare,ALX,49.63787,49.63787,17.86292,17.86294,58.3603,58.3603,16.6,18,18,25.5637,11.73753,11.7376,11.73753,11.7376,11.73753,11.7376,11.73753,4.78626,44.22453,44.22458,49.63787,49.63787
335,perShare,AER,70.79077,70.79077,20.96459,20.96859,8.52232,8.52232,,,0,30.86059,8.51373,8.52637,8.43053,8.44556,8.43053,8.44556,7.66644,-11.94365,34.94165,34.94831,62.3018,62.3018
336,perShare,AE,35.80213,35.80213,5.87007,5.87042,26.67765,26.67765,0.892,0.94,0.94,5.77426,1.94111,1.94275,1.93881,1.93977,1.93881,1.93977,1.93881,0.36761,427.8873,427.9126,35.42508,35.42508
338,perShare,ODC,17.81483,19.3245,3.57813,4.30308,2.87303,2.83352,0.88,0.96,0.98,4.16132,1.68816,2.35752,1.67163,2.33319,1.67163,2.33319,1.67163,2.10278,38.20508,38.88934,16.19197,17.74806
340,perShare,KAR,12.80879,12.80879,2.11512,2.28302,3.93997,3.93997,1.212,1.08,1.08,3.95402,0.70213,0.70108,0.69526,0.69584,1.41836,1.41391,0.70702,1.62879,20.93228,20.96778,-5.26183,-5.26183
341,perShare,HUSA,0.12298,0.11115,0.00176,-0.01216,0.01211,0.00701,,,0,-0.01049,-0.00415,-0.01517,-0.00415,-0.01517,-0.00415,-0.01517,-0.00415,-0.02321,0.03888,0.01917,0.12298,0.11115
344,perShare,DOX,25.96927,26.26116,4.97155,,3.49945,3.60514,0.844,1.07,,,3.48895,,3.47146,,3.47146,,3.47146,,29.79382,,6.17305,6.63303
345,perShare,CXW,11.55999,11.55999,2.79831,2.799,0.77349,0.77349,1.872,1.76,1.76,3.61643,1.5869,1.58715,1.58509,1.58626,1.58509,1.58626,1.62786,-0.40675,16.62154,16.62562,11.01376,11.13566
