,metricType,symbol,metric.bookValuePerShareAnnual,metric.bookValuePerShareQuarterly,metric.cashFlowPerShareAnnual,metric.cashFlowPerShareTTM,metric.cashPerSharePerShareAnnual,metric.cashPerSharePerShareQuarterly,metric.dividendPerShare5Y,metric.dividendPerShareAnnual,metric.dividendsPerShareTTM,metric.ebitdPerShareTTM,metric.epsBasicExclExtraItemsAnnual,metric.epsBasicExclExtraItemsTTM,metric.epsExclExtraItemsAnnual,metric.epsExclExtraItemsTTM,metric.epsInclExtraItemsAnnual,metric.epsInclExtraItemsTTM,metric.epsNormalizedAnnual,metric.freeCashFlowPerShareTTM,metric.revenuePerShareAnnual,metric.revenuePerShareTTM,metric.tangibleBookValuePerShareAnnual,metric.tangibleBookValuePerShareQuarterly
4072,perShare,CRAI,25.30468,25.30468,3.83825,3.8503,3.28083,3.28083,,0.83,0.83,4.90657,2.63056,2.6371,2.53361,2.54221,2.53361,2.54221,2.53361,0.53471,55.26754,55.43213,13.15082,13.15082
4073,perShare,CPSS,8.99391,8.99391,0.26937,0.26937,0.23501,0.23501,,,0,0.42546,0.24117,0.24156,0.22465,0.22433,0.22465,0.22433,0.22465,8.97771,14.37001,14.37046,8.99391,8.99391
4075,perShare,CNCE,4.25127,4.25127,-3.22098,-3.22263,4.68521,4.68521,,,0,-3.25839,-3.29259,-3.29396,-3.29259,-3.29396,-3.29259,-3.29396,-3.29259,-2.0829,0.04537,0.04537,4.25127,4.25127
4078,perShare,CIO,10.03842,10.03842,1.23147,1.23171,1.28462,1.28462,0.94,0.94,0.94,1.99861,-0.12778,-0.14346,-0.12778,-0.14346,-0.12778,-0.14346,-0.20533,-2.79673,3.55245,3.55316,8.80135,8.80135
4079,perShare,CIA,5.17282,5.17282,0.0369,0.03688,0.91985,0.91985,,,0,0.74116,-0.02728,-0.02716,-0.02728,-0.02724,-0.02728,-0.02724,-0.02728,1.42737,4.98935,4.98691,4.63471,4.63471
4080,perShare,CHMA,2.03831,2.03831,-1.05893,-1.06144,2.19531,2.19531,,,0,-1.09829,-1.06186,-1.09146,-1.06186,-1.09146,-1.06186,-1.09146,-1.06186,-1.03375,0,0,2.03831,2.03831
4081,perShare,CGO,,,,,,,,,,,,,,,,,,,0,,,
4082,perShare,CDTI,1.38606,0.73651,-1.46183,-1.24976,0.88808,0.7994,,,0,-1.26654,-1.67778,-1.39009,-1.67778,-1.39009,-1.67778,-1.52986,-1.90299,-0.67223,9.00438,3.45796,1.05355,0.50829
4083,perShare,CDNA,2.3295,2.3295,-0.39014,-0.39016,0.8994,0.8994,,,0,-0.45099,-0.52117,-0.5225,-0.52117,-0.5225,-0.52117,-0.5225,-0.52117,-0.14515,3.01455,3.0147,0.69654,0.69654
4084,perShare,CCO,-4.73473,-4.73473,-0.12698,-0.12706,0.85736,0.85548,,,0,1.37479,-0.87949,-0.89015,-0.87949,-0.89015,-0.87949,-0.89015,-0.70196,-0.04525,6.49696,6.50132,-9.01725,-9.01725
4085,perShare,CASI,0.74659,0.74659,-0.45034,-0.45033,0.55482,0.55482,,,0,-0.3937,-0.47976,-0.47964,-0.47976,-0.47964,-0.47976,-0.47964,-0.40312,-0.38837,0.04305,0.04305,0.57379,0.57379
4086,perShare,CAPR,,,,-1.6296,,,,,0,-2.05067,-2.05905,-2.12499,-2.05905,-2.12499,-2.05905,-2.12499,-2.05832,,0.2708,0.27101,,
4088,perShare,USAC,17.15691,17.15691,2.29656,2.29711,0.0001,0.0001,2.095,2.1,2.1,4.22527,-0.09957,-0.09964,-0.09957,-0.09964,-0.09957,-0.09964,-0.01875,-1.17499,7.23005,7.23005,6.98863,6.98863
4089,perShare,TREX,7.71239,7.71239,2.70617,2.70668,2.55548,2.55548,,,0,3.4476,2.47709,2.47464,2.4675,2.46778,2.4675,2.46778,2.4675,1.51875,12.70671,12.70662,6.44036,6.44036
4090,perShare,TRC,16.48666,16.48666,0.59715,0.59863,2.53633,2.53633,,,0,0.1382,0.40643,0.40603,0.4046,0.40602,0.4046,0.40602,0.4046,-0.49312,1.89387,1.89855,14.4115,14.4115
4094,perShare,TCRD,7.6429,7.6429,,,0.19619,0.19619,1.156,0.9,0.9,-0.78065,-0.78594,-0.79954,-0.78594,-0.79954,-0.78594,-0.79954,-0.78594,1.8226,0.00846,0.00849,7.6429,7.6429
4095,perShare,TCPC,13.21024,13.21024,,,0.76317,0.76317,1.44,1.44,1.44,1.61416,0.52038,0.52036,0.52038,0.52036,0.52038,0.52036,0.52038,-1.36012,3.32105,3.32105,13.21024,13.21024
4097,perShare,SWX,45.55592,45.55592,9.57218,9.57279,0.90064,0.90064,1.904,2.155,2.155,12.42988,3.94388,3.95117,3.93902,3.94666,3.93902,3.94666,3.93902,-10.1992,57.44434,57.44804,36.58379,39.31998
4099,perShare,SRCE,32.46939,32.46939,4.85314,4.85301,2.6349,2.6349,0.84218,1.1,1.1,6.2848,3.57193,3.57211,3.57193,3.57211,3.57193,3.57211,3.57193,4.88489,12.69509,12.69476,29.17763,29.17763
4101,perShare,SABR,3.43066,3.43066,2.09594,2.09612,1.59344,1.59344,0.512,0.56,0.56,2.8766,0.58489,0.58427,0.58055,0.57985,0.57416,0.57349,0.62959,1.12314,14.39082,14.39211,-8.28483,-8.28483
4102,perShare,QRHC,4.00991,4.00991,0.08774,0.08764,0.22189,0.22189,,,0,0.12999,-0.0036,-0.00361,-0.0036,-0.00363,-0.0036,-0.00363,-0.0036,0.12851,6.4494,6.44195,0.12002,0.12002
4104,perShare,PMTS,-13.58094,-13.58094,1.13328,1.18286,1.66444,1.66444,,,0,3.31206,-0.38672,-0.38679,-0.38672,-0.38758,-0.3978,-0.39859,-0.73504,-0.11897,24.83524,24.79993,-20.52594,-20.52594
4105,perShare,PMD,3.04876,3.04876,0.80652,0.8067,1.3201,1.3201,0.642,0.72,0.72,1.07029,0.27965,0.27978,0.2791,0.27891,0.2791,0.27891,0.2791,-0.24223,6.81955,6.82109,2.91463,3.04876
4106,perShare,PLXS,29.84333,31.08521,5.40072,5.57457,7.71483,8.65492,,,0,6.56113,3.81937,3.93697,3.72067,3.82933,3.4954,3.85594,3.77023,4.71601,101.8354,106.4943,29.60543,31.08521
4107,perShare,PLPC,53.78251,53.78251,7.30018,7.29015,7.79675,7.79675,0.8,0.8,0.8,9.11638,4.63188,4.63284,4.58089,4.57588,4.58089,4.57588,4.58089,-1.27384,87.45056,87.45056,45.17923,45.17923
4108,perShare,PGC,26.61051,26.61051,2.68944,2.68181,0.34824,0.34824,0.2,0.2,0.2,4.11533,2.46169,2.46242,2.44361,2.4375,2.44361,2.4375,2.44361,4.14687,9.01375,8.98816,24.46604,24.46604
4110,perShare,OCFC,22.87705,22.87705,1.99261,1.99125,2.39151,2.39151,0.592,0.68,0.68,2.85232,1.76562,1.7661,1.74544,1.7466,1.74544,1.7466,1.9162,1.2012,5.87506,5.8775,15.13499,15.13499
4111,perShare,OCC,2.84743,2.50553,-0.53455,-0.44825,0.07204,0.09304,,,0,-0.37138,-0.76746,-0.67633,-0.76746,-0.67633,-0.76746,-0.67633,-0.76746,0.1552,9.65522,9.21627,2.75904,2.41562
4116,perShare,LODE,0.62285,0.38239,-0.53503,-0.2204,0.03243,0.0119,,,0,-0.20783,-0.79497,-0.39422,-0.79497,-0.39422,-0.79497,-0.39422,-0.79497,-0.30105,0.0126,0.01172,0.62285,0.38239
4118,perShare,LNDC,9.28234,8.88372,0.60656,0.28707,0.03711,0.05466,,,0,0.56067,0.07483,-0.32045,0.07418,-0.32075,0.01437,-0.36776,0.14143,-1.57581,19.4903,20.23977,5.09071,4.71858
4119,perShare,LKFN,23.50277,23.50277,3.60951,3.60948,2.69628,2.69628,0.87333,1.16,1.16,4.51607,3.40181,3.40189,3.3793,3.37927,3.3793,3.37927,3.3793,2.42202,7.76602,7.76595,23.30744,23.30744
4120,perShare,LJPC,-2.0588,-2.0588,-4.12939,-4.11836,3.22921,3.22921,,,0,-3.87098,-4.29729,-4.29791,-4.29729,-4.29791,-4.29729,-4.29791,-4.29729,-3.15907,0.85032,0.85033,-2.0588,-2.0588
4122,perShare,KOPN,0.35812,0.35812,-0.35602,-0.35602,0.27267,0.27267,,,0,-0.31459,-0.36753,-0.37261,-0.36753,-0.37261,-0.36753,-0.37261,-0.36485,-0.26403,0.36769,0.36769,0.35812,0.35812
4123,perShare,KEM,11.05833,11.79592,4.4433,3.34946,3.59583,3.57746,,0.1,0.15,4.57174,3.5717,2.31862,3.49661,2.28518,3.49661,2.28518,4.65326,-0.70291,23.40506,22.41794,9.43191,10.15844
4124,perShare,JCTCF,5.14466,5.14299,0.54149,0.47761,2.43053,2.25853,,,0,0.60201,0.49617,0.43364,0.49617,0.43364,0.49617,0.43364,0.47807,1.32576,10.73545,10.73073,5.14389,5.14226
4126,perShare,IART,16.49861,16.49861,1.84828,1.8542,2.31642,2.31642,,,0,4.28781,0.58621,0.58733,0.5804,0.57991,0.5804,0.57991,2.33117,1.12533,17.54523,17.62367,-6.62787,-6.62787
4127,perShare,GPX,12.3242,12.3242,1.4632,1.46318,0.47902,0.47902,,,0,1.6016,0.90266,0.89781,0.90084,0.896,0.90084,0.896,0.47851,0.50133,34.59403,34.59352,1.29205,1.29205
4128,perShare,FRAN,24.73918,18.69032,-5.65746,-4.20544,6.77656,6.82387,,,0,3.46723,-14.11556,-11.97819,-14.11556,-11.98935,-14.11556,-11.98935,-9.6061,-2.7753,147.6045,139.7963,24.73918,18.69032
4129,perShare,FNHC,17.25259,17.25259,0.19105,0.19142,9.25166,9.25166,0.278,0.33,0.33,0.99758,0.07791,0.10013,0.07763,0.09724,0.07763,0.09724,0.07763,2.22866,31.8637,31.92622,17.25259,17.25259
4130,perShare,FFHL,8.49036,8.5344,0.98655,1.88467,0.38425,2.16612,,,0,2.42761,-0.9564,-0.10512,-0.9564,-0.10512,-0.9564,-0.10512,-0.9564,1.11643,14.38656,14.61858,7.78742,8.5344
4131,perShare,FC,5.87114,5.97618,0.74104,0.79818,1.98289,2.34375,,,0,0.96561,-0.07334,-0.01582,-0.07334,-0.01582,-0.07334,-0.01582,-0.0506,1.61606,16.15687,16.48066,0.72332,0.91544
4132,perShare,EML,16.89507,16.89507,3.14529,3.14212,2.88923,2.88923,0.44,0.44,0.44,4.22981,2.12766,2.12736,2.11581,2.11141,2.11581,2.11141,2.46191,2.35386,40.15027,40.1097,-0.95264,-0.95264
4134,perShare,DRRX,0.11708,0.11708,-0.11395,-0.114,0.33123,0.33123,,,0,-0.10598,-0.11558,-0.1202,-0.11558,-0.1202,-0.11558,-0.1202,-0.11558,0.06151,0.16605,0.16613,0.0843,0.0843
4136,perShare,CUZ,29.70292,29.70292,3.0591,3.07229,0.10631,0.10631,1.128,1.16,1.16,3.04199,1.17459,1.07341,1.15857,1.0567,1.15857,1.0567,0.71276,-2.49391,5.06439,5.08622,27.94737,27.94737
4137,perShare,CSBR,0.19261,0.26871,0.05207,0.0459,0.27858,0.27759,,,0,0.05986,0.01129,-0.01595,0.00908,-0.02355,0.00908,-0.02355,0.00908,-0.01781,1.92017,2.49509,0.13503,0.21212
4138,perShare,CRY,7.61166,7.61166,0.53564,0.53322,0.89961,0.89961,,,0,1.02883,0.04184,0.04183,0.04184,0.04049,0.04602,0.04465,0.14699,0.20798,7.44173,7.408,-1.56485,-1.56485
4139,perShare,CRNT,2.00302,2.00302,0.09958,0.09793,0.2989,0.2989,,,0,0.20411,-0.02919,-0.02898,-0.02919,-0.02951,-0.02919,-0.02951,-0.03184,-0.34043,3.5566,3.49752,1.9044,1.9044
4141,perShare,COHR,53.57084,54.07092,7.01059,5.66661,12.75761,14.47406,,,0,7.19382,2.23174,0.99523,2.21694,0.9896,2.21694,0.9896,2.95832,4.90318,58.925,56.62001,32.22509,33.06012
4143,perShare,CMPR,4.32942,-6.88882,8.44056,10.20101,1.15875,1.40876,,,0,15.10556,3.08747,4.81536,3.00202,4.6803,3.00202,8.76796,4.89082,9.25623,86.88694,92.0543,-30.20492,-46.12646
4144,perShare,CLUB,-2.98774,-2.98774,0.71129,0.7113,0.63917,0.63917,,,0,1.48324,-0.69775,-0.6975,-0.69775,-0.6975,-0.69775,-0.6975,-0.50955,0.5415,17.5494,17.54967,-4.38816,-4.38816
4146,perShare,CIX,13.03498,13.03498,1.58215,1.58212,5.08356,5.08356,0.226,0.28,0.28,1.71612,1.28601,1.286,1.28601,1.286,1.28601,1.286,1.28601,0.94982,9.98738,9.9871,11.12693,11.12693
4148,perShare,CFFN,9.448,9.23371,0.76743,0.75085,0.15244,0.17156,0.338,0.34,0.34,1.32441,0.68412,0.67005,0.68383,0.66971,0.68383,0.66971,0.68383,-0.34975,1.65788,1.63116,9.448,9.23371
4149,perShare,CDZI,-2.8833,-2.8833,-1.08377,-1.08396,0.55062,0.55062,,,0,-0.44168,-1.11221,-1.11317,-1.11221,-1.11317,-1.11221,-1.11317,-1.10738,-0.57666,0.01661,0.01661,-3.01718,-3.01718
4150,perShare,CCCL,6.86446,1.95899,-12.79506,-13.80135,0.22422,0.22055,,,0,-11.5689,-13.15994,-14.72664,-13.15994,-14.72664,-13.15994,-14.72664,-11.42287,0.19239,15.65927,8.36351,6.86446,1.95899
4152,perShare,CARO,30.00451,30.00451,3.38305,3.38324,1.67131,1.67131,0.205,0.36,0.36,4.92726,2.8302,2.83035,2.80275,2.8029,2.80275,2.8029,3.01224,1.96838,8.32517,8.3256,20.85024,20.85024
4153,perShare,ZIXI,2.65667,2.65667,-0.00381,-0.00381,0.23992,0.23992,,,0,0.28834,-0.46452,-0.46498,-0.46452,-0.46498,-0.46452,-0.46498,-0.46452,0.04334,3.27067,3.27075,-3.04216,-3.04216
4154,perShare,YORW,10.31011,10.31011,1.70365,1.7037,0.00015,0.00015,0.65022,0.7001,0.7001,2.42744,1.11092,1.11083,1.11073,1.11068,1.11073,1.11068,1.11073,-0.65788,3.97785,3.97796,10.31011,10.31011
4155,perShare,WYY,0.29739,0.29739,0.02545,0.02544,0.08204,0.08204,,,0,0.03329,0.00269,0.0027,0.00269,0.0027,0.00269,0.0027,0.00269,0.06356,1.21132,1.2112,0.0469,0.0469
4156,perShare,VRTU,16.5247,17.09887,1.38103,1.95663,7.39441,7.95181,,,0,4.05964,0.39561,0.98944,0.38474,0.93668,0.38474,0.93668,0.57388,1.17819,40.7005,41.8686,4.1799,4.52012
4157,perShare,VIRC,3.66923,4.10786,0.26989,0.39074,0.04748,0.04436,,0.06,0.015,0.81258,-0.10564,0.01023,-0.10564,0.01457,-0.10466,0.01554,-0.10568,0.28883,13.01576,12.25914,3.66923,4.10786
4158,perShare,TOUR,3.63681,3.33858,0.02345,-0.2515,1.54094,2.08948,,,0,-0.49245,-0.21026,-0.45235,-0.21026,-0.45235,-0.21026,-0.45235,-0.21026,,2.50627,2.61774,3.01392,2.79326
4159,perShare,TNXP,1.10379,1.10379,-19.31281,-16.73821,1.31853,1.31853,,,0,-15.51838,-19.32899,-81.01923,-19.32899,-81.01923,-19.32899,-81.01923,-19.32899,-14.38583,0,0,1.08973,1.08973
4160,perShare,SPXC,11.36587,11.36587,2.31777,2.32715,1.23749,1.23749,,,0,3.27277,1.71362,1.70652,1.67493,1.66663,1.57706,1.56821,1.76065,2.92403,33.9302,34.1003,-4.49296,-4.49296
4161,perShare,SOR,44.44144,44.44144,,,0.01021,0.01021,1.654,1,1,0.7193,7.75173,7.75094,7.75173,7.75094,7.75173,7.75094,7.75173,6.75019,1.13898,1.13898,44.44144,44.44144
4162,perShare,SMTC,10.29461,10.29461,0.936,0.93263,4.46065,4.46065,,,0,1.40049,0.35119,0.35088,0.34517,0.34355,0.47274,0.46977,0.3871,1.42054,8.12115,8.13899,4.65039,4.65039
4163,perShare,SLRC,21.43545,21.43545,,,10.32526,10.32526,1.616,1.64,1.64,1.71424,1.32548,1.32548,1.32548,1.32548,1.32548,1.32548,1.36933,2.77827,3.66086,3.66086,21.43545,21.43545
4164,perShare,SAR,23.62171,25.29631,,,8.10932,7.27141,1.526,2.06,2.18,1.84258,2.62668,4.30784,2.62668,4.30784,2.62668,4.30784,2.62668,-1.87005,6.77027,6.39945,23.62171,25.29631
4166,perShare,RGEN,20.34953,20.34953,0.85987,0.84679,10.14611,10.14611,,,0,1.42955,0.4429,0.45953,0.43513,0.43901,0.43513,0.43901,0.77026,0.88046,5.49211,5.40009,7.27373,7.27373
4167,perShare,QUIK,1.65922,1.65922,-1.84575,-1.859,2.57448,2.57448,,,0,-1.83485,-2.0154,-2.03788,-2.0154,-2.03788,-2.0154,-2.03788,-2.0154,-1.63607,1.34543,1.34566,1.51987,1.47605
4168,perShare,PCYO,3.13646,3.38257,0.2538,0.47086,0.40572,0.92638,,,0,0.20085,0.20218,0.41731,0.20044,0.41353,0.20044,0.41353,0.20044,0.40648,0.8483,1.15781,3.13646,3.38257
4169,perShare,NVEC,17.08214,16.55603,3.13636,3.0099,3.9961,4.58285,3.612,4,4,3.18832,2.99503,2.8929,2.99098,2.89099,2.99098,2.89099,2.99098,-0.89369,5.45757,5.12438,17.08214,16.55603
4170,perShare,NMFC,13.25522,13.25522,,,0.50166,0.50166,1.36,1.36,1.36,1.16719,1.32102,1.35056,1.22362,1.23754,1.22362,1.23754,1.22362,-8.27904,2.7523,2.75263,13.25522,13.25522
4172,perShare,MIDD,34.64717,34.64717,8.18722,8.18718,1.6818,1.6818,,,0,11.19572,6.3299,6.32949,6.32888,6.32822,6.32888,6.32822,6.40605,5.94391,53.17389,53.17365,-23.96016,-23.96016
4173,perShare,MFNC,15.06404,15.06404,1.55519,1.55534,4.63256,4.63256,0.446,0.52,0.52,2.01098,1.28985,1.28953,1.28747,1.2876,1.28747,1.2876,1.28747,-0.06656,5.56448,5.56503,12.77381,12.77381
4174,perShare,MCF,0.89969,0.89969,-2.21644,-2.21735,0.01259,0.01259,,,0,0.32092,-2.95175,-1.88245,-2.95175,-1.88245,-2.95175,-1.88245,-1.41762,-0.38955,1.41333,1.41391,0.89969,0.89969
4176,perShare,KMPR,59.58519,59.58519,8.91986,8.92053,2.05202,2.05202,0.974,1.03,1.03,11.54891,8.03571,8.04392,7.95515,7.96217,7.95515,7.96217,8.41233,5.72712,73.84133,73.84688,42.875,42.875
4177,perShare,IRMD,4.7191,4.7191,0.8857,0.88534,3.93086,3.93086,,,0,0.80526,0.85364,0.85072,0.78451,0.78343,0.78451,0.78343,0.78451,0.79363,3.13748,3.13621,4.646,4.646
4178,perShare,IGR,,,,,,,,,,,,,,,,,,,0,,,
4181,perShare,HURC,35.50118,35.03886,3.11665,2.03562,8.41451,7.72979,0.38,0.46,0.47,2.42882,2.56665,1.45868,2.54556,1.44634,2.54556,1.44634,2.54556,-1.84144,38.64666,34.19733,33.24605,32.85855
4183,perShare,GVA,28.96405,26.11624,3.57436,0.7084,12.53667,9.24999,0.52,0.52,0.52,0.21199,0.79033,-2.26051,0.78206,-2.26529,0.96332,-2.25727,1.6306,-1.86078,75.37567,72.09873,21.99566,20.46573
4184,perShare,GTS,39.65881,39.65881,4.56513,4.48496,4.61507,4.61507,,,0,6.4482,3.98366,3.88327,3.97233,3.87179,3.97233,3.87179,3.97233,-1.57095,144.3466,140.8614,38.37732,38.45715
4185,perShare,GBR,0.46941,0.46941,-0.44193,-0.44195,0.00429,0.00429,,,0,-0.08262,-0.4583,-0.45829,-0.4583,-0.45829,-0.4583,-0.45829,-0.01306,0.07346,0.11496,0.11497,0.46941,0.46941
4186,perShare,GAIN,12.4034,12.50662,,,0.05185,0.37517,0.7608,0.81,0.816,1.92652,2.48692,0.99859,2.48692,0.99859,2.48692,0.99859,2.89841,1.6989,3.90821,3.11455,12.4034,12.50662
4189,perShare,FCPT,10.29768,10.29768,1.44613,1.44615,0.07259,0.07259,0.838,1.15,1.15,1.82261,1.06116,1.06107,1.05805,1.05798,1.05805,1.05798,1.05805,-2.60769,2.33467,2.33469,9.47053,9.47053
4194,perShare,DXR,3.40703,3.40703,,,,,,,0,-0.02709,-0.09324,-0.09324,-0.09324,-0.09324,-0.09324,-0.09324,-0.09324,0.58536,0.0715,0.0715,3.40703,3.40703
4196,perShare,CYRN,0.41658,0.41658,-0.22327,-0.22331,0.19473,0.19473,,,0,-0.21698,-0.32661,-0.3261,-0.32661,-0.3261,-0.32661,-0.3261,-0.32661,-0.15142,0.69591,0.69603,-0.07588,-0.07588
4198,perShare,CUBE,9.29621,9.29621,1.75981,1.75976,0.28342,0.28342,1.074,1.29,1.29,2.07972,0.88601,0.88582,0.88277,0.88244,0.88277,0.88244,0.8749,-0.35316,3.36115,3.36105,9.24308,9.29621
4200,perShare,CSS,21.49212,21.05641,-4.41533,-1.50531,1.93499,1.39027,0.754,0.8,0.2,0.83261,-5.97334,-3.0513,-5.97334,-3.05407,-5.97334,-3.05407,-4.63824,1.69624,42.64424,38.1682,16.93357,17.11228
4202,perShare,CREG,8.42366,4.50555,-7.99219,-4.86255,5.16966,3.07959,,,0,-2.72632,-7.62241,-7.10253,-7.62241,-7.10253,-7.62241,-7.10253,-5.48811,-0.54821,0.56455,0.12316,8.42366,4.50555
4203,perShare,CPSI,12.84111,12.84111,2.38649,2.3866,0.51247,0.51247,1.214,0.4,0.4,2.68527,1.43011,1.42835,1.43011,1.42835,1.43011,1.42835,1.11664,2.62104,19.93279,19.93315,-3.41174,-3.41174
4204,perShare,CPS,48.77173,48.77173,12.44517,12.47766,20.48085,20.48085,,,0,11.0721,3.93844,3.78974,3.9241,3.75878,3.9241,3.75878,-0.52922,-3.89007,180.6288,181.1005,35.86604,35.86604
4205,perShare,CORR,34.95434,34.95434,1.42867,1.42884,8.86167,8.86167,2.97,3,3,5.47029,-0.39688,-0.38561,-0.39688,-0.38561,-0.39688,-0.38561,2.06552,1.0008,6.5901,6.59091,34.82831,34.82831
4206,perShare,CNHI,5.25096,5.25096,1.64398,1.64489,3.28193,3.3229,0.15105,0.18295,0.18295,2.26734,0.58614,0.58597,0.58527,0.58538,0.58527,0.58538,0.77914,0.09581,18.76615,18.77655,1.54258,1.54258
4207,perShare,CNA,45.00528,45.00528,3.91927,3.91891,0.89163,0.89163,1.16,1.4,1.4,10.45409,3.68189,3.68187,3.66972,3.6695,3.66972,3.6695,3.80175,0.67884,39.67339,39.66976,44.20945,44.46367
4208,perShare,CMRE,11.84165,11.84165,1.56541,1.52095,1.2501,1.2501,0.664,0.4,0.4,2.65144,0.58515,0.57695,0.58515,0.57234,0.58515,0.57234,0.81229,,4.13062,4.10487,11.84165,11.84165
4211,perShare,CIR,19.65669,19.65669,2.25433,2.24787,4.24515,4.24515,,,0,6.52241,-1.24444,-1.24366,-1.24444,-1.24545,-6.72939,-6.72642,-0.49747,0.1031,48.45064,48.31167,-13.35974,-13.35974
4213,perShare,CHMG,37.59738,37.59738,3.97001,3.97022,5.18854,5.18854,1.092,1.04,1.04,4.70593,3.20579,3.20636,3.20579,3.20636,3.20579,3.20636,3.20579,4.20909,16.57096,16.57181,32.95172,32.95172
4215,perShare,CHCI,-2.36466,0.90633,-1.04669,-0.17967,0.2225,0.20057,,,0,-0.01255,-1.21889,-0.24611,-1.21889,-0.24611,-1.21889,-0.34086,-0.82731,1.90471,15.31687,5.52589,-2.85239,0.67764
4216,perShare,CGIX,7.3606,3.55259,-20.07344,-6.01254,0.17422,1.02189,,,0,-2.81599,-22.39753,-7.67149,-22.39753,-7.67149,-22.39753,-7.44062,-18.23751,-4.40561,30.19976,7.30272,-2.71613,0.64398
4217,perShare,CGEN,0.56418,0.56418,-0.41404,,0.63641,0.63641,,0,0,-0.45381,-0.42958,-0.43206,-0.42958,-0.43206,-0.42958,-0.43206,-0.43096,,0,0,0.56418,0.56418
4219,perShare,CELP,4.40603,4.40603,1.02745,1.11643,1.30096,1.30096,0.82369,0.84,0.84,1.73068,0.98688,0.98546,0.64963,0.66244,0.64963,0.66244,0.64842,0.11628,21.96118,23.81618,-1.42915,-1.42915
4220,perShare,CCM,1.42364,0.5968,-0.6665,-0.41687,1.57647,1.37452,,,0,-1.00179,-0.76486,-0.80387,-0.76486,-0.80387,-0.76486,-0.80387,-0.7704,,0.62165,0.60338,-2.02735,-1.41031
4224,perShare,CAL,15.91273,15.91273,3.20287,2.79912,1.11393,1.11393,0.28,0.28,0.28,4.8849,1.52857,1.53948,1.52638,1.53731,1.52638,1.53731,2.76007,2.75192,73.30846,73.61741,2.62041,2.62041
4229,perShare,WSFS,35.88167,35.88167,3.52914,3.53181,11.08357,11.08357,0.33,0.47,0.47,5.0509,3.01856,2.91216,3.00297,2.8989,3.00297,2.8989,3.24361,1.07449,12.77509,12.78477,24.8524,24.8524
4231,perShare,WIRE,37.25602,37.25602,3.61296,3.61266,11.04464,11.04464,0.08,0.08,0.08,4.25091,2.78076,2.78074,2.76937,2.76927,2.76937,2.76927,2.76937,2.47545,60.74293,60.73786,37.25602,37.25602
4233,perShare,VVI,22.97637,22.97637,4.07139,4.07843,3.0471,3.0471,0.4,0.4,0.4,6.7487,1.02507,1.02771,1.01809,1.01687,1.0141,1.01288,2.05586,1.1793,67.62448,67.68663,4.18771,4.18771
4234,perShare,UEC,0.41033,0.38429,-0.09557,-0.09916,0.0989,0.05593,,,0,-0.08826,-0.09755,-0.10118,-0.09755,-0.10118,-0.09755,-0.10118,-0.10344,-0.07737,0,0,0.0591,0.03799
4235,perShare,UCFC,6.90397,6.90397,,,0.62818,0.62818,,,,,,,,,,,,,,,6.41486,6.41486
4239,perShare,SPSC,10.17908,10.17908,1.39298,1.3922,6.12496,6.12496,,,0,1.52251,0.96254,0.96187,0.93639,0.9398,0.93639,0.9398,0.93639,1.61593,7.75301,7.74871,7.3247,7.3247
4240,perShare,SNFCA,9.57378,10.07548,1.49288,0.5451,7.92376,6.85408,,,0,2.0455,1.20743,0.47484,1.19278,0.46897,1.19278,0.46897,1.19278,-2.47573,15.37957,14.11228,9.09842,9.58875
4242,perShare,SGB,19.81196,19.81196,2.55107,2.55107,4.75697,4.75697,0.442,0.48,0.48,3.23907,2.07813,2.07813,2.07813,2.07813,2.07813,2.07813,1.93896,2.03657,9.97741,9.9774,19.81196,19.81196
4243,perShare,SGA,32.11219,32.11219,3.46658,,7.35125,7.35125,1.09,1.2,1.2,3.224,2.22609,2.22608,2.22609,2.22608,2.22609,2.22608,2.22609,1.88215,21.09565,21.09655,12.76611,12.06828
4246,perShare,POR,28.98628,28.98628,6.95631,6.96021,0.51462,0.51462,1.345,1.5175,1.5175,8.63603,2.395,2.39511,2.38949,2.39143,2.38949,2.39143,2.38949,-2.16739,23.70504,23.71835,20.50631,28.98628
4247,perShare,PFD,,,,,,,,,,,,,,,,,,,0,,,
4249,perShare,PBPB,2.9126,2.9126,-0.06214,-0.06214,0.79558,0.79558,,,0,0.66411,-1.00595,-0.99771,-1.00595,-0.99771,-1.00595,-0.99771,-0.88391,0.15945,17.17849,17.17849,2.67459,2.67459
4252,perShare,NHF,23.73697,22.17849,,,,0.94475,6.81,2.4,2.4,0.4656,1.2312,1.63494,1.2312,1.63494,1.2312,1.63494,1.2312,-9.49102,1.23548,1.06805,23.73697,22.17849
4253,perShare,NGHC,23.37022,23.37022,3.40077,3.40076,1.19911,1.19911,0.14,0.17,0.17,4.79749,2.77801,2.77795,2.70868,2.70865,2.70868,2.70865,2.70868,3.24871,42.56046,42.56033,18.56157,18.56157
4256,perShare,MSN,1.84045,1.70497,-0.11089,-0.15741,1.7245,1.63772,,,0,-0.21851,-0.11112,-0.15746,-0.11112,-0.15746,-0.11112,-0.15746,-0.11112,-0.07074,0.40956,0.31994,1.84045,1.70497
4257,perShare,MSEX,18.69198,18.69198,3.02977,3.02985,0.12791,0.12791,0.86575,0.97625,0.97625,3.13467,2.02313,2.02319,2.01052,2.01061,2.01052,2.01061,2.01052,-4.12218,7.99798,7.9984,18.69198,18.69198
