,symbol,metric.netIncomeEmployeeAnnual,metric.revenueEmployeeAnnual,metric.receivablesTurnoverAnnual,metric.freeOperatingCashFlow/revenue5Y,metric.freeOperatingCashFlow/revenueTTM,metric.grossMargin5Y,metric.grossMarginAnnual,metric.netProfitMargin%Annual,metric.netProfitMargin5Y,metric.dividendGrowthRate5Y,metric.focfCagr5Y,metric.revenueGrowth5Y,metric.totalDebtCagr5Y,metric.netDebtAnnual,metric.peNormalizedAnnual,metric.pfcfShareAnnual,metric.currentEv/freeCashFlowAnnual,metric.freeCashFlowAnnual,metric.longTermDebt/equityAnnual,metric.netInterestCoverageAnnual,metric.payoutRatioAnnual,metric.quickRatioAnnual,metric.totalDebt/totalEquityAnnual,metric.dividendYield5Y,metric.dividendYieldIndicatedAnnual,metric.capitalSpendingGrowth5Y,metric.inventoryTurnoverAnnual
85,AON,31480.0,220260.0,1.13058,11.37162,10.89621,54.939231500000005,56.0172095,14.2922,11.93606,10.06423,1.51664,-1.77551,5.22719,1357.0,19.39234,29.6792,24.64806,1200.0,198.6074,8.22813,26.744940000000003,0.8601440000000002,220.4148,1.03126,1.14182,-2.5485,153.98612400000002
86,ADXS,-357247.3,449118.3,16.400274500000002,-519.8516,-2748.998,18.1941485,6.865258999999999,-79.54415,-691.4814,-0.8037175,14.944382499999998,83.63808,8.5741725,-32.363,115.68066750000003,16.210821000000003,13.509486500000003,-37.409,0.0,-749.06654,34.745147499999995,3.9422075000000008,0.0,3.0481650000000005,7.2152535,23.84614,17.346360999999995
87,ADC,2097740.0,4869559.0,7.7542300000000015,-362.3595,-371.3066,89.26305,88.12181,43.07865,47.46917,5.98398,4.0719085,28.47653,31.50902,856.696,34.56168,189.16920649999997,52.6199745,-696.122,51.63577,3.10322,118.2279,0.8990119999999999,51.63577,3.86931,4.09951,35.59844000000001,254.59620249999998
88,SAVE,42477.67,485338.8,63.07122,-1.61744,5.65936,37.65327,36.27639,8.75217,9.05088,1.1660449999999993,23.56385,14.67516,72.41441,1135.027,2.06776,3.32511,6.0904099999999985,216.784,86.69461,8.14348,0.0,0.8785235,98.14149,2.8926655,10.907917000000001,0.62128,120.99473350000001
89,AKRX,-102657.3,308931.2,4.75065,6.955489999999998,-9.88425,50.94333,37.03037,-33.22983,-8.05936,1.488109,14.277891000000002,4.21864,-5.598330000000002,698.578,43.181665,19.397492000000003,62.412311,-67.453,0.01451,-0.5919300000000001,178.35995,0.31453000000000003,359.9705,3.2810489999999994,7.843841499999999,-4.68204,2.50063
90,ADS,38063.16,391670.2,0.31038000000000004,29.83606,16.98529,48.16816,53.2797,9.71817,11.05736,69.22538,-4.37225,1.02846,9.47175,18411.2,2.00537,1.33086,37.89071,948.0,768.8094,2.62763,23.85511,2.01269,1403.11,3.6709850000000004,9.51302,-2.1572,11.19142
91,AYI,26256.0,293816.0,6.12678,8.33239,11.77968,41.7035,40.28916,8.9362,8.76726,0.0,19.14598,8.940760000000003,0.26571,-104.4,9.01475,7.07217,8.38132,420.9,18.10933,14.28746,6.3376,1.84701,18.58356,0.28107,0.6925,8.46765,5.8278
92,AMT,365763.3,1446622.0,16.45745,16.367729999999998,15.2804,70.37836,70.75577,25.28396,18.76175,20.17511,9.38852,13.07836,10.59299,22554.2,47.33295,85.19447,120.4656,1158.3,417.9135,3.92513,89.01366999999998,0.6255965,475.8358,1.75915,1.93896,0.34442,8.3189585
93,ACM,-2144.393,233217.7,3.5874900000000003,3.42946,3.60552,3.54064,4.03228,-0.91948,0.5084,5.884024,17.85134,19.274520000000006,27.65153,2299.386,20.9623,6.4508,24.974398499999996,676.952,89.03095,4.5883,49.46714899999999,1.0074605,92.2062,2.770352,4.5977689999999996,9.87807,10.538376
94,ATRS,-11819.24,722239.1,3.40627,-32.55616,-10.46713,53.71561,59.24966,-1.63647,-20.68273,10.111157500000001,22.033157999999997,36.1239,13.4170455,-5.3260000000000005,85.67051799999999,31.726057500000007,51.107763,-12.965,74.11927,0.27952,43.215585,2.85195,74.11927,1.9366295,3.874096999999999,-16.101110000000002,3.69104
95,ARW,-10074.52,1467860.0,3.31841,1.09563,2.44559,12.53354,11.40643,-0.68634,1.55565,2.01269,5.12568,4.8969,7.381089999999999,2671.457000000001,9.29907,5.63766,25.672881,707.188,54.86645,5.75182,44.754851499999994,1.09577,61.75416,3.0332035,5.810702000000001,4.2445900000000005,6.96552
96,ARI,1010629.8635000002,945457.8621041983,12.729449999999998,-7.56808,-3.64602,72.82902,68.62464,47.22409,53.6258,0.0,13.620319000000004,31.62937,36.57653,3675.618,3.78197,20.263708,48.966314,-17.771,57.234,13.84459,133.9981,0.9008284999999999,156.9559,10.40688,30.13183,6.453654500000001,12.238965499999999
97,AR,-501087.2,7536222.0,8.685319999999999,-21.69852,-21.28136,60.28267,45.16491,-6.64905,6.20505,2.0639080000000005,11.675912500000003,10.4624,-2.92195,3761.366,42.35635799999999,39.5163335,46.976971000000006,-938.229,53.94609000000001,0.7148100000000001,47.631318,0.7944235000000001,53.95933,3.6252694999999995,5.8245925,-19.03121,21.940619000000005
98,AMC,-35669.86,1308852.0,21.30037,-2.44465,-0.42405,63.0662,63.84939,-2.72528,-1.94864,0.0,9.037795999999998,15.20969,18.63403,4588.3,45.017745000000005,17.976921500000003,57.336705500000015,-23.2,397.2163,0.94169,48.5479075,0.32878,399.7117,4.59831,5.28634,13.860779999999998,54.4099
99,AL,5487112.0,18849570.0,9.8148355,-101.2305,-130.5156,52.919022500000004,55.223381999999994,29.11001,27.09522,33.88655,6.4618505000000015,13.93533,15.414420000000002,13261.38,3.714080000000001,19.931638,36.256600500000005,-2632.375,241.4646,2.69508,10.53771,0.530368,241.4646,0.8728,3.17628,16.94376,9.856374500000001
100,AGEN,-358713.8,482469.5,17.41591,-143.856,-15.55456,34.248012,41.1163915,-74.34954,-219.8394,3.4386155,4.068290000000001,84.71687,18.65468,-47.63399999999999,57.677263,36.05108750000001,64.85922049999999,-23.339,8.910104,-1.69205,17.341184,0.7081,19.046513500000003,2.2024925,5.00065,10.55511,10.418719999999999
101,AAN,2633.64,330347.8,39.02427,6.16564,5.44082,92.8299,96.52318,0.79723,3.74795,12.25732,15.072412500000004,7.9332,-10.86418,283.275,7.55403,5.7861699999999985,0.76056,214.785,19.63035,20.93404,31.1229,0.8669404999999999,19.63035,0.2994,0.85929,14.34167,6.978463499999999
102,WTR,123661.3,540703.9,13.96155,-20.31722,-48.77461,46.260762,47.556439499999996,22.87043,26.6991,7.29712,13.784664000000001,1.9247,9.95836,2554.831,48.65556,50.814707999999996,43.19254600000001,-277.951,119.3643,2.2509,78.64145,0.32916,127.3268,2.19224,1.79712,9.99326,20.10667
103,BAH,15409.11,264459.1,5.44144,2.9795,4.40154,52.93408,53.75225,5.82665,5.0089,13.99838,10.7458325,4.11946,1.18723,1475.771,25.76909,33.99551,45.35872,290.695,251.9874,6.77027,29.3845,0.9939440000000002,260.5641,1.6295,1.7593599999999998,35.27032,54.911617
104,AXAS,545481.1,1407236.0,4.19551,-67.65958,-45.17411,69.66327,75.64944,38.76259,-17.794529999999995,-0.8781129999999999,2.018738,10.07067,33.07724,182.491,0.37613,90.85463099999998,82.43394800000002,-99.509,109.958,35.040926,0.0,1.1562680000000003,110.1183,3.176797,6.18722,13.56205,14.8816835
105,AVT,12356.7,1263339.0,5.73275,0.13063,4.13282,12.91142,12.7371,0.9781,1.27618,5.56671,59.55552,-6.62637,-3.66912,1174.355,7.194369999999998,7.669189999999999,22.56427,324.922,34.29371,4.53632,45.65373,1.50002,41.55226,1.7001,3.3653800000000005,-0.08974,5.5388
106,ALB,79796.47,603265.1,5.89221,-2.0589,-7.92957,34.94739000000001,35.06069,13.227429999999998,14.177979999999998,6.05722,10.652361000000003,7.97663,0.7793100000000001,2437.147,9.57814,28.699647499999998,79.98435750000002,-284.626,72.80618,8.86101,44.81891,1.03345,77.57027,1.51813,2.9222,50.43017,3.17239
107,AIZ,26721.93,697022.4,6.389949,4.30612,11.2306,41.687687499999996,42.5729285,3.83373,3.98373,6.17853,44.34746,-0.56952,11.37505,139.8,15.87508,5.21366,20.598494000000002,1133.1,35.50275999999999,15.29313,41.60484,1.1797735,35.50275999999999,2.07373,2.5519,5.69896,10.840345000000001
108,SAIC,9744.681,271446.8,5.93671,3.90532,5.48675,10.0499,11.06757,3.5899,3.24962,4.6218,11.51015,10.42625,31.63707,1733.0,16.86804,12.19173,23.20505,350.0,130.6281,4.55556,38.49558,0.8955879999999998,135.5681,1.78672,2.00624,-0.92609,47.31882350000001
109,CAR,10066.67,305733.3,9.83065,-111.4096,-115.0349,49.17052,48.8225,3.2926300000000004,2.46248,6.0134995,4.981424000000001,1.5693,4.91608,13817.0,2.54256,41.220887999999995,32.9929305,-10551.0,2207.927,1.58365,0.0,0.5660904999999999,2210.823,3.3058039999999997,5.698165,1.73055,7.028545000000001
110,APH,15772.36,111455.3,4.66266,10.20576,11.27969,32.301140000000004,31.80392,14.15129,14.5408,18.2899,10.23795,9.00182,6.30896,2698.1,17.76428,21.98327,25.68776,927.8,70.71055,13.98469,24.7013,1.36029,79.61283,0.9206,1.46156,7.12568,4.4100800000000016
111,ANTH,-995333.3,168852.2825355789,10.979360000000003,-5258.258000000002,-9806.368331,-964.6647330000002,-1838.3630445000003,-17250.581933999998,-5347.808000000001,2.9648870000000005,14.917305500000001,4.426699,25.3814865,-2.196,112.90757,62.025979500000005,69.5835905,-36.9,18.3932955,-187.78810500000003,30.995833500000003,2.1881200000000005,34.0007015,2.671798,5.6182680000000005,17.330962999999993,52.712554499999996
112,AI,1194957.0,10957130.0,2.6469,35.12725,1.62293,7.11125,22.82175,10.90574,-56.64301,-21.70263,106.8521,8.00485,2.5712900000000003,3635.929,5.6281,31.50493,61.72523900000001,2.045,22.71305,22.757369500000003,371.4414,1.0036995,1117.063,21.18161,12.8419845,6.873897000000001,20.435722499999997
113,WMC,891793.4657000002,1389659.9014839814,2.07191,-11.67177,-45.75826,41.24189000000001,37.33681,28.10557,19.61911,-9.08282,13.363780499999999,9.64313,3.02993,4468.223,0.93046,12.794036,50.656616,-115.104,797.1417,23.243516000000003,91.9342,0.9778505000000001,797.1417,16.31568,85.51724,-0.5349919999999996,23.503695
114,JKHY,42786.21,244345.1,5.11299,9.7692,9.5479,41.95879,40.55289000000001,17.51057,17.36913,13.2587,-2.25916,5.76564,-0.846138500000001,-93.628,44.43932,84.63417,83.15668000000002,141.602,0.0,6945.7,43.67472,2.9234545,0.0,1.16896,1.1010799999999998,8.86868,9.410492999999999
115,AVAV,65669.05,450249.3,3.98362,6.02839,7.526489999999999,41.46893,40.85702,14.58504,8.264560000000001,17.536965000000002,-16.87389,4.5403699999999985,-5.7526740000000025,-323.195,30.33023,124.3745,21.65044,10.364,0.0,37.79425299999999,0.0,9.26162,0.0,2.6037790000000003,4.7226215,2.42136,4.0636
116,AMKR,4053.818,133971.9,5.14554,2.07025,2.25573,17.07312,16.02505,3.0258700000000003,3.70918,1.5027435,20.402164000000006,5.30633,-0.95167,564.4069999999998,14.20689,19.48657,13.60488,91.417,66.49331,3.4372300000000005,0.0,1.6804400000000002,74.31512,2.3470065,4.541234,-7.05558,15.08546
117,AEIS,8575.44,119755.3,4.54717,17.40819,2.94113,48.99178,40.00923,7.1608,20.10631,4.054406,-20.60598,16.51925,31.254264,-10.028,23.80202,71.3126,28.63605,23.204,47.51298,20.961380499999997,0.0,1.98768,50.09901,1.6296205000000001,3.9456420000000003,47.5223,2.8859
118,Y,88638.95,831492.7,11.0810095,7.24093,7.98537,44.937574,48.93567349999999,10.66022,6.22593,4.087598000000002,15.16974,9.65123,-0.18188,572.015,8.26892,10.75631,22.117555000000003,666.8330000000002,19.95176,24.138870500000003,23.71134,1.0963955,19.95176,2.441002,5.0673915,1.72127,12.292343
119,CENX,-37174.54,885535.2,24.07077,-2.10396,-2.28151,1.39398,-1.30132,-4.19797,-4.70196,7.587993000000003,6.2281465,-0.99786,3.12037,258.1,27.694111999999997,113.9476215,97.5937825,-41.9,39.88148,-5.86179,42.7658425,0.71331,44.0,2.234728,4.709910000000001,1.57292,5.6005400000000005
120,ASPS,-62024.65,137849.5,16.19987,9.54242,6.86455,28.70086,23.95664,-44.99446,2.14302,15.974350000000005,-19.61311,-9.67568,-13.46873,162.523,17.255401499999998,2.42926,18.619253,44.527,120.25219050000001,2.16299,57.00837800000001,0.8627230000000001,184.60928850000002,2.925767,5.1372735,-49.35293,8.9302365
121,AMRN,-30294.31,574923.1,4.69798,-28.07637,-2.5696,75.49683,77.65727,-5.26928,-38.13158,17.590131500000005,8.929621000000001,51.30077,-26.53491,-594.4580000000002,43.37179,22.964467000000003,34.0466505,-11.844,0.0,24.267369999999996,42.729305499999995,3.21256,8.2415,3.322925,6.628113000000001,2.332731,1.42704
122,AMPE,-605777.8,490183.4149468095,9.391624000000002,-1908.2857635,-4598.664375,41.6394,58.77241899999999,-95.61431199999998,268.503132,-1.8227150000000005,8.676859,0.8416705,12.866843999999997,-6.532,15.188514000000001,129.5455475,183.24303249999997,-15.405,0.0,-187.41741150000001,67.553939,3.6676709999999995,0.0,13.872539,24.786682,-69.73803000000001,55.823162
123,AMAG,-1028569.0,722714.4,3.86704,11.51235,-57.43366999999999,68.84729,67.29438,-142.3202,-38.3411,1.1498439999999999,6.8596695,21.38245,-10.97236,105.283,55.26513000000001,36.773911500000004,56.00534100000001,-188.24,96.82475,-6.10974,37.453709499999995,1.36898,96.82475,2.8839059999999996,5.4935785,235.5627,3.68083
124,ALKS,-86712.23,516404.4,4.13817,-4.8831,-1.61109,82.77065999999998,84.59495,-16.791539999999998,-19.98911,7.324548500000001,2.1732204999999998,13.60539,-4.87191,-257.841,51.875885000000004,40.167746,29.227168499999998,-18.865,25.27035,20.264839000000002,44.0781325,2.19929,25.53227,2.8086775,5.4706779999999995,21.99817,1.87902
125,ADES,274069.0,537057.5,8.25318,-29.38209,44.8178,30.78305,29.45381,51.03159,68.03636999999999,10.390985500000001,22.9663725,32.871179999999995,22.76541,32.286,3.04983,3.46257,11.48045,31.411,18.86935,17.041628499999998,51.94838,0.8035,40.96886,5.83988,16.863410000000002,51.74822,2.65459
126,AAON,23813.35,208083.8,7.7271100000000015,4.62021,11.1684,27.95398,25.44569,11.44411,11.95805,10.06423,9.72603,5.66416,-1.4163435000000006,-20.477,43.79071,52.99066,102.2303,44.114,2.17826,31.453482999999995,30.98993,2.03377,2.17826,0.76646,0.71254,18.17305,4.62801
127,XLRN,-609063.4,360941.5,9.4948,-250.0607,-131.2182,42.432449000000005,48.601774500000005,-168.743,-321.1032,17.799567500000002,3.6333615000000004,38.28574,11.688486999999997,-431.369,21.6741725,39.128631,32.807075499999996,-97.091,0.0,-251.10611250000002,45.2725655,4.209389,0.0,2.1017024999999996,7.2572564999999996,44.93301,21.175047499999998
128,VRSK,52895.18,306519.3,6.53409,25.29326,22.08201,63.55966,62.53308000000001,17.25672,22.51245,-1.4364989999999997,10.93617,12.74507,17.00447,2966.4,49.03352,40.12456,66.27538,575.7,117.2859,5.73074,36.47477,1.0234200000000002,139.3754,2.8014210000000004,0.76244,8.10754,24.767266499999998
129,VJET,-31077.57,92229.16,4.67662,-53.75653000000001,-46.4,34.55419000000001,35.16091,-33.69603,-38.08165,3.0114564999999986,9.3694915,17.34827,34.76409,-3.38939,60.870142,16.753164000000005,49.158854500000004,-12.45731,35.14427,-39.76228300000001,37.727693,4.42272,36.97459,2.968575,7.263552500000001,-19.35577,1.74548
130,APTS,-29713.15,1874211.0,8.80134,-265.1459,-144.0808,78.73178,78.06057,-1.5853700000000002,3.63512,9.77321,10.652361000000003,52.76817,47.17027,2542.13,38.821488,85.101826,89.1069035,-677.795,136.515,0.8952700000000001,72.137671,0.913187,136.515,5.90452,17.91809,17.20674,13.132869500000002
131,APO,1198786.0,2286934.0,7.39267,19.97289,19.48494,46.440802000000005,48.386337000000005,52.4189,46.15475,17.34927,8.149385500000003,13.44851,-25.3992,1899.216,8.01567,22.77388,16.57441,571.269,189.0026,24.241146,51.75038,0.953572,189.0026,6.10295,7.58799,46.02245,40.0656655
132,ALSK,8386.817,401897.7,7.03959,-0.87725,6.06446,53.77032,54.41617,2.0868,2.24888,-2.984561,38.64247,-5.95004,-16.30521,149.586,13.59409,6.46039,42.233582999999996,14.050999999999998,96.99588,1.89181,0.0,1.3267,102.1539,2.7996380000000003,7.302975999999999,-1.56035,13.50835
133,ALG,16254.78,289182.9,4.80384,3.79378,4.62445,24.58897,24.41406,5.62093,5.68489,10.06423,24.82787,5.92992,18.42944,401.67,14.62759,17.8361,23.7361,51.754,74.61795,9.94411,8.9435,1.86128,77.92461999999998,0.45051,0.66684,26.23471,3.8078
134,AHC,-24346.53,195257.7,8.29096,-14.824979999999998,-3.01599,89.28358,89.11151,-12.46892,2.95757,0.0,7.894379499999999,-6.03758,-11.023946500000001,-55.313,47.217449499999994,182.65897449999997,40.225654000000006,-1.054,0.0,43.21493699999999,38.111993999999996,2.63658,0.0,5.46232,22.22222,5.84266,6.2194
135,ACTG,-1141933.0,749733.3,0.67351,0.99467,-61.45296,82.24783000000002,56.0377,-152.3119,-64.32937,-2.3795499999999996,-2.531301,-38.78926,-12.086609000000001,-168.342,26.091131,32.203709499999995,23.792557,-6.9110000000000005,0.0,-213.512398,144.2823895,3.6430530000000005,0.0,3.3601430000000008,5.935076999999999,-35.99589,10.350265
136,MAA,146454.3,658514.1,27.545287499999993,-13.15736,-4.15681,62.22963000000001,59.30231,22.24011,21.8284,5.39478,5.191035,10.58373,4.86571,4434.122,43.20479,24.874128,1637.626,-68.214,73.23394,2.65618,126.6284,0.8328354999999998,73.23394,3.3607400000000003,4.2413300000000005,-3.94685,14.39267
137,AT,-176612.9,1135484.0,8.52042,31.13598,46.16477,23.85493,27.30824,-15.55398,-14.83217,2.8668424999999997,50.74585,-10.4831,-15.97432,556.1,40.91678,1.61221,158.0646,130.0,402.7596,0.6168,74.8208785,1.09113,458.2426,2.7659030000000007,5.815840000000001,-11.43878,11.90116
138,ARCO,24933.747445,462734.7842950563,32.59362,2.2518219999999998,1.6358135,12.68638,12.4208,2.7074700000000003,1.78774,1.263588,15.29888,-4.11574,-3.95578,531.7040000000002,7.78776,17.3946925,32.126808,208.75175975611478,148.9234,4.11295,18.18229,0.9934589999999999,155.2007,0.60241,5.2459,4.913297,18.258463
139,ANET,373855.2,1048133.0,6.38031,29.52398,39.29484,64.17305999999999,64.06165,35.66868,24.15131,6.0397145000000005,51.48715,32.779340000000005,-6.0674435,-2724.368,18.2655,15.67073,13.82068,947.283,0.0,26.737812499999997,0.0,5.3830800000000005,0.0,2.7306815,5.465989,3.70083,3.22828
140,AIR,14835.68,385314.6,8.94031,-1.23921,-0.00451,14.65734,16.059070000000002,3.85028,1.89981,0.0,-18.10065,3.72263,-25.89353,120.4,7.63271,15.27547,7.707999999999998,39.5,15.6419,11.56471,13.35878,1.19944,15.6419,0.91648,1.7452,-3.5066900000000003,3.49919
141,WAB,14351.65,360439.6,5.8348900000000015,7.59573,9.12805,28.87106,27.780490000000004,3.98171,7.09218,10.06423,13.04338,21.91605,53.4147,3825.1,20.958,11.28497,26.70644,748.5,43.52534,3.2343,25.00765,0.74248,44.48652,0.53178,1.08942,31.20205,4.52409
142,RS,45702.27,710278.3,9.50071,4.7351,8.27425,28.9599,30.339540000000003,6.4344199999999985,4.7618,10.06423,74.01822,0.97988,-7.15118,1414.2,7.705039999999999,5.8731300000000015,12.69882,908.0,29.26286,11.38833,21.3685,2.02058,30.50935,2.23338,3.1344,4.93043,4.41516
143,PKG,45665.57,456675.4,7.97059,5.24754,7.25701,22.68059,23.60611,9.99957,8.969619999999997,11.49379,28.190690000000004,3.53942,0.94851,1726.9,10.65622,15.10956,24.5176,505.4,81.17226,8.72838,43.2147,2.32702,81.2211,2.77017,3.92498,-1.39742,6.693460000000001
144,AXDX,-300017.8,33085.41,3.6588,-1469.975,-700.4839999999998,-118.1980455,47.32709000000001,-906.7979,-1783.953,4.168787500000001,9.834560000000003,137.9012,281.9385,21.592,71.42153699999999,40.466678,22.099137,-65.124,20.301872,-6.29427,25.404455,13.9418,29.362815499999993,2.7092315000000005,5.2896825000000005,-29.78071,0.61968
145,AVA,99727.83,682018.3,7.9615,-8.9806,-10.92952,45.890850500000006,48.15183049999999,14.62246,10.04747,4.20063,9.750522499999999,-1.78679,5.86624,2177.769,12.58696,67.43697599999999,91.1550615,-147.07,100.4012,2.29651,52.17409,0.44948,112.8079,3.12874,3.99015,5.91852,12.03442
146,ATHX,-564329.1,71303.8,1.89281,-161.5014,-637.4046,22.054969500000006,-54.24408050000001,-791.4433,-211.1415,-6.1029125,22.197033499999996,28.25794,8.574172500000001,-35.041,21.7232015,33.5375485,16.2467155,-35.905,0.0,-749.59302,82.48138349999999,3.7317115000000003,0.0,2.8082315,13.0417665,14.283729999999998,4.8845885
147,ARWR,543798.8,1350365.0,341.4357,-30.16983,-21.00573,57.08736050000001,51.1639215,40.27052,-89.68760999999998,15.451832,20.1322575,295.2434,5.306808999999999,-258.704,37.89077,16.488570000000006,39.65976,161.0337,0.0,18.0662165,0.0,2.1315389999999996,0.0,5.2986575,6.705096,47.52747,21.45798
148,ANGI,7434.526,279201.1,19.00933,8.073739999999999,10.96037,93.98116,96.50989,2.66279,-0.5779,7.101473499999999,24.517626999999997,33.308240000000005,33.08356,-144.869,68.69888,15.92801,35.63905,145.357,17.64803,13.284629999999998,0.0,2.8667315,18.69423,2.5777360000000002,4.940761500000001,12.70163,20.660192000000002
149,AMG,72213.02,530082.8,5.4778,44.9117,37.93535,51.692136000000005,54.859438499999996,13.62297,27.54157,4.6643165,-9.73362,-2.26093,-1.09061,1254.2,178.4195,3.11907,13.59207,849.6,61.06553,1.79177,421.0191,0.907663,61.06553,3.291471,2.3121400000000003,-12.94494,155.15624599999995
150,ALSN,183030.3,817575.8,10.14286,22.28803,22.27576,49.96087,51.6679,22.38695,15.98574,0.0,7.85434,4.86693,0.21424,2326.0,6.30058,6.04384,11.34923,601.0,321.6389,6.671639999999999,12.08609,1.16787,322.4072,1.53941,2.19213,19.87091,7.06775
151,ALGN,34387.48,183795.0,4.86565,19.72964,24.82815,74.16456,72.4572,18.70969,19.47431,27.794045500000003,24.12525,25.87411,-3.8216200000000002,-868.627,29.16097,20.3221,29.70363,597.563,0.0,34.7663675,0.0,1.56685,0.0,2.49605,4.4938035,44.10327,7.90615
152,AKBA,-816522.6,978105.1,12.06559,-57.6914,-78.83439,37.003153999999995,66.42876,-83.48005,-95.57219,-4.693256000000001,-13.787256,4.1069455,16.074341999999998,-71.889,59.711918000000004,60.200140999999995,27.370647,-264.096,19.20295,-14.642021,96.46243100000001,0.92824,19.20295,2.7457650000000005,5.0925210000000005,96.18352,0.97543
