,Ticker,Name,Exchange,Category Name,Country
15184,0248.HK,HKC INT'L HOLD,HKG,Electronic Equipment,Hong Kong
15189,0197.HK,HENG TAI,HKG,Food Wholesale,Hong Kong
15191,0196.HK,HONGHUA GROUP,HKG,Oil & Gas Equipment & Services,Hong Kong
15197,0175.HK,GEELY AUTO,HKG,Auto Manufacturers - Major,Hong Kong
15201,0157.HK,NATURAL BEAUTY,HKG,Personal Products,Hong Kong
15204,0151.HK,WANT WANT CHINA,HKG,Food - Major Diversified,Hong Kong
15205,0148.HK,KINGBOARD CHEM,HKG,Chemicals - Major Diversified,Hong Kong
15206,0143.HK,GLOBAL TECH,HKG,Wireless Communications,Hong Kong
15208,0130.HK,MOISELLE INT'L,HKG,Apparel Stores,Hong Kong
15213,0117.HK,TIANLI HOLDINGS,HKG,Diversified Electronics,Hong Kong
15220,0098.HK,XINGFA ALUM,HKG,Industrial Metals & Minerals,Hong Kong
15233,0065.HK,GRAND OCEAN AR,HKG,Diversified Machinery,Hong Kong
15282,8290.HK,AHSAY BACKUP,HKG,Oil & Gas Pipelines,Hong Kong
15356,ALKEY.PA,Keyyo S.A.,PAR,Wireless Communications,France
15361,KENDR.AS,Kendrion N.V.,AMS,Diversified Electronics,Netherlands
15368,0469.HK,CAPXON INT'L,HKG,Electronic Equipment,Hong Kong
15374,SK3.SI,KrisEnergy Ltd.,SES,Independent Oil & Gas,Singapore
15427,8277.HK,STEEDORIENTAL,HKG,Department Stores,Hong Kong
15492,2379.HK,ZHONGTIAN INT'L,HKG,Business Services,Hong Kong
15515,WYNN,"Wynn Resorts, Limited",NMS,Resorts & Casinos,USA
15516,SLB,Schlumberger Limited,NYQ,Oil & Gas Equipment & Services,USA
15517,RIG,Transocean Ltd.,NYQ,Oil & Gas Drilling & Exploration,USA
15523,SSYS,Stratasys Ltd.,NMS,Computer Peripherals,USA
15525,TTM,Tata Motors Limited,NYQ,Auto Manufacturers - Major,USA
15526,MMP,"Magellan Midstream Partners, L.P.",NYQ,Oil & Gas Pipelines,USA
15527,RLJ,RLJ Lodging Trust,NYQ,REIT - Hotel/Motel,USA
15528,WPZ,Williams Partners L.P.,NYQ,Oil & Gas Pipelines,USA
15529,TROX,Tronox Limited,NYQ,Chemicals - Major Diversified,USA
15530,SOL,ReneSola Ltd,NYQ,Semiconductor - Specialized,USA
15531,MLNX,"Mellanox Technologies, Ltd.",NMS,Semiconductor - Broad Line,USA
15533,SUN,Sunoco LP,NYQ,Oil & Gas Refining & Marketing,USA
15534,STON,StoneMor Partners L.P.,NYQ,Personal Services,USA
15535,SPH,"Suburban Propane Partners, L.P.",NYQ,Gas Utilities,USA
15536,LGCY,Legacy Reserves LP,NMS,Independent Oil & Gas,USA
15537,TOO,Teekay Offshore Partners L.P.,NYQ,Shipping,USA
15538,TNK,Teekay Tankers Ltd.,NYQ,Shipping,USA
15539,TGP,Teekay LNG Partners L.P.,NYQ,Shipping,USA
15540,SMLP,"Summit Midstream Partners, LP",NYQ,Oil & Gas Pipelines,USA
15541,SDLP,Seadrill Partners LLC,NYQ,Oil & Gas Drilling & Exploration,USA
15543,NMM,Navios Maritime Partners L.P.,NYQ,Shipping,USA
15544,MPLX,MPLX LP,NYQ,Oil & Gas Pipelines,USA
15546,WIT,Wipro Limited,NYQ,Information Technology Services,USA
15547,SSL,Sasol Limited,NYQ,Major Integrated Oil & Gas,USA
15548,RDWR,Radware Ltd.,NMS,Information Technology Services,USA
15549,LXP,Lexington Realty Trust,NYQ,REIT - Diversified,USA
15550,TPL,Texas Pacific Land Trust,NYQ,Real Estate Development,USA
15552,SPCB,SuperCom Ltd.,NCM,Security Software & Services,USA
15553,WIX,Wix.com Ltd.,NMS,Internet Information Providers,USA
15554,TLP,Transmontaigne Partners L.P.,NYQ,Oil & Gas Pipelines,USA
15555,NSU,Nevsun Resources Ltd.,ASE,Copper,USA
15556,SRLP,Sprague Resources LP,NYQ,Oil & Gas Refining & Marketing,USA
15557,NRP,Natural Resource Partners L.P.,NYQ,Industrial Metals & Minerals,USA
15558,NCTY,The9 Limited,NMS,Multimedia & Graphics Software,USA
15559,WNS,WNS (Holdings) Limited,NYQ,Business Services,USA
15560,TSEM,Tower Semiconductor Ltd.,NMS,Semiconductor - Integrated Circuits,USA
15561,SHOO,"Steven Madden, Ltd.",NMS,Textile - Apparel Footwear & Accessories,USA
15562,RWLK,ReWalk Robotics Ltd.,NCM,Medical Appliances & Equipment,USA
15563,PSXP,Phillips 66 Partners LP,NYQ,Oil & Gas Refining & Marketing,USA
15564,MMLP,Martin Midstream Partners L.P.,NMS,Oil & Gas Pipelines,USA
15565,LPT,Liberty Property Trust,NYQ,REIT - Office,USA
15566,LAZ,Lazard Ltd,NYQ,Asset Management,USA
15569,PERI,Perion Network Ltd.,NMS,Business Software & Services,USA
15571,MAGS,Magal Security Systems Ltd.,NGM,Security & Protection Services,USA
15573,TVPT,Travelport Worldwide Limited,NYQ,"Recreational Goods, Other",USA
15574,TRMB,Trimble Inc.,NMS,Scientific & Technical Instruments,USA
15575,TPRE,Third Point Reinsurance Ltd.,NYQ,Property & Casualty Insurance,USA
15576,SILC,Silicom Ltd.,NMS,Networking & Communication Devices,USA
15578,MRTN,"Marten Transport, Ltd.",NMS,Trucking,USA
15579,MIXT,MiX Telematics Limited,NYQ,Technical & System Software,USA
15580,TCP,"TC PipeLines, LP",NYQ,Oil & Gas Pipelines,USA
15581,ORBK,Orbotech Ltd.,NMS,Diversified Electronics,USA
15583,LVNTA,Liberty Ventures,NMS,Catalog & Mail Order Houses,USA
15584,LOXO,"Loxo Oncology, Inc.",NGM,Biotechnology,USA
15587,LAWS,"Lawson Products, Inc.",NMS,Industrial Equipment Wholesale,USA
15588,WBAI,500.com Limited,NYQ,Gaming Activities,USA
15590,TATT,"TAT Technologies, Ltd.",NGM,Aerospace/Defense Products & Services,USA
15591,SLAB,Silicon Laboratories Inc.,NMS,Semiconductor - Integrated Circuits,USA
15592,SHLX,"Shell Midstream Partners, L.P.",NYQ,Oil & Gas Pipelines,USA
15594,MTSL,MER Telemanagement Solutions Ltd.,NCM,Diversified Communication Services,USA
15595,LPCN,Lipocine Inc.,NCM,Drugs - Generic,USA
15596,LMRK,Landmark Infrastructure Partners LP,NGM,Property Management,USA
15597,LFUS,"Littelfuse, Inc.",NMS,Electronics Wholesale,USA
15599,ZPIN,Zhaopin Limited,NYQ,Staffing & Outsourcing Services,USA
15601,SITO,"SITO Mobile, Ltd.",NCM,Wireless Communications,USA
15602,RMP,Rice Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA
15603,PRPH,"ProPhase Labs, Inc.",NCM,Drug Related Products,USA
15604,NVGN,Novogen Limited,NCM,Drug Manufacturers - Major,USA
15609,NVFY,"Nova Lifestyle, Inc.",NGM,Home Furnishings & Fixtures,USA
15610,NDRM,NeuroDerm Ltd.,NGM,Biotechnology,USA
15611,MMYT,MakeMyTrip Limited,NMS,General Entertainment,USA
15612,LUB,"Luby's, Inc.",NYQ,Restaurants,USA
15613,LTRX,"Lantronix, Inc.",NCM,Networking & Communication Devices,USA
15615,LENS,Presbia PLC,NGM,Medical Instruments & Supplies,USA
15617,XNET,Xunlei Limited,NMS,Application Software,USA
15618,TARO,Taro Pharmaceutical Industries Ltd.,NYQ,Drug Manufacturers - Other,USA
15619,RCON,"Recon Technology, Ltd.",NCM,Oil & Gas Equipment & Services,USA
15620,PNTR,Pointer Telocation Ltd.,NCM,Communication Equipment,USA
15621,OBAS,Optibase Ltd.,NGM,Property Management,USA
15622,LUNA,Luna Innovations Incorporated,NCM,Scientific & Technical Instruments,USA
15624,LBY,Libbey Inc.,ASE,Home Furnishings & Fixtures,USA
15626,TGB,Taseko Mines Limited,ASE,Industrial Metals & Minerals,USA
15629,RDCM,Radcom Ltd.,NCM,Computer Peripherals,USA
15630,PANL,Pangaea Logistics Solutions Ltd.,NCM,Shipping,USA
15631,MGA.TO,Mega Uranium Ltd.,TOR,Industrial Metals & Minerals,Canada
15633,LMAT,"LeMaitre Vascular, Inc.",NGM,Medical Instruments & Supplies,USA
15634,LIQT,"LiqTech International, Inc.",ASE,Pollution & Treatment Controls,USA
15635,WMLP,"Westmoreland Resource Partners, LP",NYQ,Nonmetallic Mineral Mining,USA
15640,LQDT,"Liquidity Services, Inc.",NMS,Catalog & Mail Order Houses,USA
15641,WNRL,"Western Refining Logistics, LP",NYQ,Oil & Gas Pipelines,USA
15643,VNRX,VolitionRx Limited,ASE,Medical Laboratories & Research,USA
15646,STDY,SteadyMed Ltd.,NGM,Drugs - Generic,USA
15647,SIFY,Sify Technologies Limited,NCM,Internet Service Providers,USA
15648,RLOG,"Rand Logistics, Inc.",NCM,Shipping,USA
15651,PTNR,Partner Communications Company Ltd.,NMS,Wireless Communications,USA
15656,NAP,Navios Maritime Midstream Partners L.P.,NYQ,Shipping,USA
15657,MDWD,MediWound Ltd.,NGM,Biotechnology,USA
15659,CKX,"CKX Lands, Inc.",ASE,Property Management,USA
15661,CCLP,CSI Compressco LP,NMS,Oil & Gas Equipment & Services,USA
15662,CAPL,CrossAmerica Partners LP,NYQ,Oil & Gas Refining & Marketing,USA
15664,USLM,"United States Lime & Minerals, Inc.",NMS,General Building Materials,USA
15671,CHEK,Check-Cap Ltd.,NCM,Medical Laboratories & Research,USA
15673,USDP,USD Partners LP,NYQ,Railroads,USA
15676,PBFX,PBF Logistics LP,NYQ,Oil & Gas Pipelines,USA
15677,L.TO,Loblaw Companies Limited,TOR,Grocery Stores,Canada
15680,TISA,Top Image Systems Ltd.,NCM,Application Software,USA
15682,OCIP,OCI Partners LP,NYQ,Chemicals - Major Diversified,USA
15683,NVMI,Nova Measuring Instruments Ltd.,NMS,Semiconductor Equipment & Materials,USA
15721,PUR.TO,Pure Technologies Ltd.,TOR,Scientific & Technical Instruments,Canada
15722,PLI.TO,ProMetic Life Sciences Inc.,TOR,Biotechnology,Canada
15724,NKO.TO,Niko Resources Ltd.,TOR,Independent Oil & Gas,Canada
15732,LNR.TO,Linamar Corporation,TOR,Independent Oil & Gas,Canada
15736,LAM.TO,Laramide Resources Ltd.,TOR,Industrial Metals & Minerals,Canada
15742,U96.SI,Sembcorp Industries Ltd,SES,Conglomerates,Singapore
15743,TCW.TO,Trican Well Service Ltd.,TOR,Oil & Gas Equipment & Services,Canada
15753,PTS.TO,Points International Ltd.,TOR,Internet Information Providers,Canada
15757,OSH.AX,Oil Search Limited,ASX,Independent Oil & Gas,Australia
15769,LUN.TO,Lundin Mining Corporation,TOR,Industrial Metals & Minerals,Canada
15782,CU.TO,Canadian Utilities Limited,TOR,Gold,Canada
15789,WPK.TO,Winpak Ltd.,TOR,Packaging & Containers,Canada
15811,SGLB,"Sigma Labs, Inc.",NCM,Diversified Investments,USA
15819,RET.TO,Reitmans (Canada) Limited,TOR,Apparel Stores,Canada
15838,PA3.SI,TA Corporation Ltd,SES,Real Estate Development,Singapore
15857,LAX.PA,Stelax Industries Ltd.,PAR,Conglomerates,France
15880,BBL-A.TO,Brampton Brick Limited,TOR,General Building Materials,Canada
15882,5DM.SI,Ying Li International Real Estate Limited,SES,Property Management,Singapore
15894,WWI.AX,West Wits Mining Limited,ASX,Industrial Metals & Minerals,Australia
15895,WRL.OL,Wentworth Resources Limited,OSL,Independent Oil & Gas,Norway
15898,WOF.AX,Wolf Petroleum Limited,ASX,Major Integrated Oil & Gas,Australia
15902,WM.TO,Wallbridge Mining Company Limited,TOR,Business Services,Canada
15908,WCN.AX,White Cliff Minerals Limited,ASX,Gold,Australia
15911,VSC.AX,Vita Life Sciences Limited,ASX,Drug Manufacturers - Major,Australia
15915,VML.AX,Vital Metals Limited,ASX,Industrial Metals & Minerals,Australia
15924,URU.L,URU Metals Limited,LSE,Industrial Metals & Minerals,United Kingdom
15934,TWD.AX,Tamawood Limited,ASX,Residential Construction,Australia
15949,TMX.AX,Terrain Minerals Limited,ASX,Gold,Australia
15950,TMP.AX,Tech Mpire Limited,ASX,Marketing Services,Australia
15956,TIG.AX,Tigers Realm Coal Limited,ASX,Industrial Metals & Minerals,Australia
15968,TAP.AX,Tap Oil Limited,ASX,Independent Oil & Gas,Australia
15972,SYD.AX,Sydney Airport Limited,ASX,"Air Services, Other",Australia
15978,SUBC.OL,Subsea 7 S.A.,OSL,Oil & Gas Equipment & Services,Norway
15981,SST.AX,Steamships Trading Company Limited,ASX,Conglomerates,Australia
15983,SRX.AX,Sirtex Medical Limited,ASX,Biotechnology,Australia
15994,SNL.AX,Supply Network Limited,ASX,Auto Parts,Australia
15995,SMX.AX,SMS Management & Technology Limited,ASX,Information Technology Services,Australia
15996,SMM.AX,Summit Resources Limited,ASX,Industrial Metals & Minerals,Australia
15997,SLX.AX,Silex Systems Limited,ASX,Semiconductor - Broad Line,Australia
16003,SKS.AX,Stokes Limited,ASX,Diversified Electronics,Australia
16013,MDT,Medtronic plc,NYQ,Medical Appliances & Equipment,USA
16014,MS,Morgan Stanley,NYQ,Investment Brokerage - National,USA
16015,MYL,Mylan N.V.,NMS,Drugs - Generic,USA
16016,MBLY,Mobileye N.V.,NYQ,Application Software,USA
16017,MTL,Mechel PAO,NYQ,Steel & Iron,USA
16018,MSB,Mesabi Trust,NYQ,Diversified Investments,USA
16019,MANU,Manchester United plc,NYQ,Sporting Activities,USA
16020,MBT,Public Joint-Stock Company Mobile TeleSystems,NYQ,Wireless Communications,USA
16022,MNOV,"MediciNova, Inc.",NGM,Biotechnology,USA
16023,MLR,"Miller Industries, Inc.",NYQ,Auto Parts,USA
16024,MEET,"The Meet Group, Inc.",NCM,Internet Information Providers,USA
16025,MARK,"Remark Holdings, Inc.",NCM,Internet Information Providers,USA
16026,TITN,Titan Machinery Inc.,NMS,Industrial Equipment Wholesale,USA
16027,SMP,"Standard Motor Products, Inc.",NYQ,Auto Parts,USA
16028,MODN,"Model N, Inc.",NYQ,Application Software,USA
16030,MED,"Medifast, Inc.",NYQ,"Specialty Retail, Other",USA
16031,UTMD,"Utah Medical Products, Inc.",NMS,Medical Instruments & Supplies,USA
16033,MXPT,"MaxPoint Interactive, Inc.",NGM,Application Software,USA
16034,MSA,MSA Safety Incorporated,NYQ,Security & Protection Services,USA
16035,MLI,"Mueller Industries, Inc.",NYQ,Metal Fabrication,USA
16038,IDN,"Intellicheck, Inc.",ASE,Application Software,USA
16039,WMAR,"West Marine, Inc.",NMS,"Specialty Retail, Other",USA
16042,MVO,MV Oil Trust,NYQ,Independent Oil & Gas,USA
16043,MOMO,Momo Inc.,NMS,Internet Software & Services,USA
16044,MN,"Manning & Napier, Inc.",NYQ,Asset Management,USA
16045,MGRC,McGrath Rentcorp,NMS,Rental & Leasing Services,USA
16046,MGNX,"MacroGenics, Inc.",NMS,Biotechnology,USA
16047,MDCA,MDC Partners Inc.,NMS,Marketing Services,USA
16048,MARPS,Marine Petroleum Trust,NMS,Diversified Investments,USA
16049,PZN,"Pzena Investment Management, Inc",NYQ,Asset Management,USA
16051,MTR,Mesa Royalty Trust,NYQ,Diversified Investments,USA
16052,MTLS,Materialise NV,NMS,Application Software,USA
16054,MRIN,Marin Software Incorporated,NYQ,Application Software,USA
16056,MKSI,"MKS Instruments, Inc.",NMS,Scientific & Technical Instruments,USA
16059,MB,"MINDBODY, Inc.",NGM,Application Software,USA
16061,SUM,"Summit Materials, Inc.",NYQ,General Building Materials,USA
16062,SMRT,"Stein Mart, Inc.",NMS,Apparel Stores,USA
16063,SKLN,Skyline Medical Inc.,NCM,Medical Instruments & Supplies,USA
16066,MOSY,"MoSys, Inc.",NCM,Semiconductor - Integrated Circuits,USA
16067,MOBL,"MobileIron, Inc.",NMS,Application Software,USA
16074,MRNS,"Marinus Pharmaceuticals, Inc.",NGM,Biotechnology,USA
16077,MCHX,"Marchex, Inc.",NMS,Marketing Services,USA
16081,CMT,"Core Molding Technologies, Inc.",ASE,Rubber & Plastics,USA
16086,MSON,"Misonix, Inc.",NGM,Medical Appliances & Equipment,USA
16088,MNTX,"Manitex International, Inc.",NCM,Diversified Machinery,USA
16092,MEIP,"MEI Pharma, Inc.",NCM,Drug Manufacturers - Other,USA
16094,CGNT,"Cogentix Medical, Inc.",NCM,Medical Appliances & Equipment,USA
16096,VLGEA,"Village Super Market, Inc.",NMS,Grocery Stores,USA
16097,TSQ,"Townsquare Media, Inc.",NYQ,Broadcasting - Radio,USA
16100,OUT,Outfront Media Inc.,NYQ,Marketing Services,USA
16104,MLSS,Milestone Scientific Inc.,ASE,Medical Instruments & Supplies,USA
16107,MAG,MAG Silver Corp.,ASE,Industrial Electrical Equipment,USA
16111,RUS.TO,Russel Metals Inc.,TOR,Steel & Iron,Canada
16117,MJCO,Majesco,ASE,Application Software,USA
16122,TORM,"TOR Minerals International, Inc.",NCM,Specialty Chemicals,USA
16125,MYOS,MYOS RENS Technology Inc.,NCM,Drugs - Generic,USA
16134,SCKT,"Socket Mobile, Inc.",NCM,Computer Peripherals,USA
16158,RMX.TO,Rubicon Minerals Corporation,TOR,Industrial Metals & Minerals,Canada
16159,R.TO,Red Eagle Mining Corporation,TOR,Industrial Metals & Minerals,Canada
16163,MRE.TO,Martinrea International Inc.,TOR,Auto Parts,Canada
16168,INFO,IHS Markit Ltd.,NMS,Business Services,USA
16169,CS.TO,Capstone Mining Corp,TOR,Industrial Metals & Minerals,Canada
16172,WCM-B.TO,Wilmington Capital Management Inc.,TOR,Asset Management,Canada
16177,QBR-A.TO,Quebecor Inc.,TOR,Wireless Communications,Canada
16187,MKP.TO,MCAN Mortgage Corporation,TOR,Mortgage Investment,Canada
16191,ME.TO,Moneta Porcupine Mines Inc.,TOR,Gold,Canada
16197,MB.MI,Mediobanca Banca di Credito Finanziario S.p.A.,MIL,Money Center Banks,Italy
16205,CRH.TO,CRH Medical Corporation,TOR,Independent Oil & Gas,Canada
16220,RCS.MI,RCS MediaGroup S.p.A.,MIL,Publishing - Newspapers,Italy
16226,OMI.TO,Orosur Mining Inc.,TOR,Medical Equipment Wholesale,Canada
16231,MT.MI,Maire Tecnimont S.p.A.,MIL,General Contractors,Italy
16238,MRC.TO,Morguard Corporation,TOR,Property Management,Canada
16242,MND.TO,Mandalay Resources Corporation,TOR,Industrial Metals & Minerals,Canada
16245,MLSEQ.PA,Sequa Petroleum N.V.,PAR,Independent Oil & Gas,France
16258,MDF.TO,Mediagrif Interactive Technologies Inc.,TOR,Internet Information Providers,Canada
16263,MARR.MI,MARR S.p.A.,MIL,Food Wholesale,Italy
16270,III.TO,Imperial Metals Corporation,TOR,Industrial Metals & Minerals,Canada
16300,SMT.TO,Sierra Metals Inc.,TOR,Metal Fabrication,Canada
16310,SAM.TO,Starcore International Mines Ltd,TOR,Industrial Metals & Minerals,Canada
16311,S51.SI,Sembcorp Marine Ltd,SES,Aerospace/Defense - Major Diversified,Singapore
16317,RND.AX,Rand Mining Limited,ASX,Gold,Australia
16340,OSL.AX,Oncosil Medical Limited,ASX,Medical Laboratories & Research,Australia
16373,MULTI.OL,Multiconsult ASA,OSL,General Contractors,Norway
16383,MSI.AX,Multistack International Limited,ASX,Diversified Machinery,Australia
16385,MSB.AX,Mesoblast Limited,ASX,Biotechnology,Australia
16389,MRG-UN.TO,Morguard North American Residential Real Estate Investment Trust,TOR,Independent Oil & Gas,Canada
16398,MOY.AX,Millennium Minerals Limited,ASX,Gold,Australia
16404,MONC.MI,Moncler S.p.A.,MIL,Textile - Apparel Clothing,Italy
16405,MOL.MI,Gruppo MutuiOnline S.p.A,MIL,Business Services,Italy
16417,MMJ.AX,MMJ Phytotech Limited,ASX,Drugs - Generic,Australia
16421,MLX.AX,Metals X Limited,ASX,Copper,Australia
16422,MLT.AX,Milton Corporation Limited,ASX,Asset Management,Australia
16429,MLB.AX,Melbourne IT Limited,ASX,Information Technology Services,Australia
16447,ME8U.SI,Mapletree Industrial Trust,SES,REIT - Industrial,Singapore
16452,MDI.AX,Middle Island Resources Limited,ASX,Gold,Australia
16469,MAR.TO,Marret Resource Corp.,TOR,Copper,Canada
16474,M44U.SI,Mapletree Logistics Trust,SES,REIT - Industrial,Singapore
16475,M11.SI,Manufacturing Integration Technology Ltd,SES,Semiconductor Equipment & Materials,Singapore
16485,LEG.AX,Legend Mining Limited,ASX,Industrial Metals & Minerals,Australia
16486,NXPI,NXP Semiconductors N.V.,NMS,Semiconductor - Broad Line,USA
16487,QGEN,QIAGEN N.V.,NMS,Research Services,USA
16488,UN,Unilever N.V.,NYQ,Personal Products,USA
16489,NKTR,Nektar Therapeutics,NMS,Biotechnology,USA
16490,YNDX,Yandex N.V.,NMS,Internet Information Providers,USA
16491,STM,STMicroelectronics N.V.,NYQ,Semiconductor - Broad Line,USA
16493,QURE,uniQure N.V.,NMS,Biotechnology,USA
16494,OFIX,Orthofix International N.V.,NMS,Medical Appliances & Equipment,USA
16495,NSP,"Insperity, Inc.",NYQ,Business Services,USA
16498,NURO,"NeuroMetrix, Inc.",NCM,Medical Instruments & Supplies,USA
16499,NSSC,"Napco Security Technologies, Inc.",NMS,Security & Protection Services,USA
16501,PRQR,ProQR Therapeutics N.V.,NGM,Biotechnology,USA
16502,NTWK,"NetSol Technologies, Inc.",NCM,Application Software,USA
16503,NSPR,"InspireMD, Inc.",ASE,Medical Appliances & Equipment,USA
16504,NNBR,"NN, Inc.",NMS,Machine Tools & Accessories,USA
16505,NEOS,"Neos Therapeutics, Inc.",NGM,Drugs - Generic,USA
16507,NTIP,"Network-1 Technologies, Inc.",ASE,Communication Equipment,USA
16509,NTRA,"Natera, Inc.",NMS,Medical Laboratories & Research,USA
16511,NSTG,"NanoString Technologies, Inc.",NGM,Biotechnology,USA
16513,NEOT,"Neothetics, Inc.",NCM,Biotechnology,USA
16517,NTZ,Natuzzi S.p.A.,NYQ,Home Furnishings & Fixtures,USA
16525,NYRT,"New York REIT, Inc.",NYQ,REIT - Office,USA
16528,NSYS,Nortech Systems Incorporated,NCM,Diversified Electronics,USA
16534,NVTA,Invitae Corporation,NYQ,Medical Laboratories & Research,USA
16535,NUTR,Nutraceutical International Corporation,NMS,Food - Major Diversified,USA
16537,NTP,Nam Tai Property Inc.,NYQ,Diversified Electronics,USA
16555,NEWR,"New Relic, Inc.",NYQ,Business Software & Services,USA
16557,NCU.TO,Nevada Copper Corp.,TOR,Copper,Canada
16566,OSB.TO,Norbord Inc.,TOR,Asset Management,Canada
16597,NICE.MI,Nice S.p.A.,MIL,Electronic Equipment,Italy
16601,NCC-A.TO,Newfoundland Capital Corporation Limited,TOR,Broadcasting - Radio,Canada
16603,CCL-B.TO,CCL Industries Inc.,TOR,Packaging & Containers,Canada
16605,BU.TO,Burcon Nutrascience Corporation,TOR,Biotechnology,Canada
16613,WEIFA.OL,Weifa ASA,OSL,Drugs - Generic,Norway
16616,VEI.OL,Veidekke ASA,OSL,General Contractors,Norway
16617,VCM.TO,Vecima Networks Inc.,TOR,Communication Equipment,Canada
16630,SKI.OL,Skiens Aktiemølle ASA,OSL,Asset Management,Norway
16632,SFR.AX,Sandfire Resources NL,ASX,Copper,Australia
16633,SBMO.AS,SBM Offshore N.V.,AMS,Oil & Gas Equipment & Services,Netherlands
16641,RENO.OL,RenoNorden ASA,OSL,Waste Management,Norway
16642,REC.OL,REC Silicon ASA,OSL,Semiconductor Equipment & Materials,Norway
16651,PNW.AX,Pacific Star Network Limited,ASX,Broadcasting - Radio,Australia
16655,PLAZ.L,Plaza Centers N.V.,LSE,Property Management,United Kingdom
16664,NXT.AX,NEXTDC Limited,ASX,Data Storage Devices,Australia
16679,NST.AX,Northern Star Resources Limited,ASX,Gold,Australia
16681,NSI.AS,NSI N.V.,AMS,REIT - Diversified,Netherlands
16691,NOLA-B.ST,Nolato AB (publ),STO,Communication Equipment,Sweden
16694,NNW.AX,99 Wuxian Limited,ASX,Technical & System Software,Australia
16695,NMT.AX,Neometals Ltd,ASX,Industrial Metals & Minerals,Australia
16707,NGQ.TO,NGEx Resources Inc.,TOR,Industrial Metals & Minerals,Canada
16713,NET.MI,Net Insurance S.p.A.,MIL,Property & Casualty Insurance,Italy
16721,NCL.AX,Netccentric Limited,ASX,Advertising Agencies,Australia
16724,NCC-B.ST,NCC AB,STO,General Contractors,Sweden
16735,NAS.OL,Norwegian Air Shuttle ASA,OSL,"Air Services, Other",Norway
